Title,Release Year,Length in Min,IMDB Rating,Rating Count,Directors,Writers,Stars,Genres,Budget,Gross
Insidious: The Red Door,2023,107,5.5,51000,Patrick Wilson,"Leigh Whannell, Scott Teems",Ty Simpkins|Patrick Wilson|Rose Byrne,Horror|Mystery|Thriller,16000000.0,189086877.0
Raaz: The Mystery Continues,2009,151,5.7,4000,Mohit Suri,"Kumaar, Sayeed Qadri, Shagufta Rafique",Kangana Ranaut|Adhyayan Suman|Emraan Hashmi,Horror|Mystery|Romance,6250000.0,8000000.0
Skjult,2009,95,5.6,3100,Pål Øie,Pål Øie,Kristoffer Joner|Cecilie A. Mosli|Bjarte Hjelmeland,Horror|Thriller,2215773.0,1489526.0
Beau Is Afraid,2023,179,6.7,61000,Ari Aster,Ari Aster,Joaquin Phoenix|Patti LuPone|Amy Ryan,Comedy|Drama|Horror,35000000.0,12337378.0
X,2022,105,6.5,174000,Ti West,Ti West,Mia Goth|Jenna Ortega|Brittany Snow,Horror|Mystery|Thriller,1000000.0,15113105.0
Arundhati,2009,131,7.4,3400,Kodi Ramakrishna,"Ramana Chintapally, Manav Mahapatra, M. Shyam Prasad Reddy",Anushka Shetty|Sonu Sood|Divya Nagesh,Horror|Mystery|Thriller,2915739.0,14000000.0
Dashcam,2021,82,4.8,730,Christian Nilsson,Christian Nilsson,Zachary Booth|Eric Tabach|Larry Fessenden,Horror|Thriller,100000.0,58156.0
The Ward,2010,89,5.5,45000,John Carpenter,"Michael Rasmussen, Shawn Rasmussen",Amber Heard|Mamie Gummer|Danielle Panabaker,Horror|Mystery|Thriller,10000000.0,5343820.0
Yulenka,2009,102,5.0,1100,Aleksandr Strizhenov,"Andrei Kureichik, Grigoriy Podzemelnyy, Valentin Spiridonov",Marat Basharov|Darya Balabanova|Aleksandra Dykhne,Drama|Horror|Mystery,5000000.0,3084844.0
Men,2022,100,6.1,64000,Alex Garland,Alex Garland,Jessie Buckley|Rory Kinnear|Paapa Essiedu,Drama|Fantasy|Horror,6500000.0,11152071.0
Haunted,2014,102,4.7,2800,Victor Salva,"Charles Agron, Victor Salva",Luke Kleintank|Alex McKenna|Anthony Rey Perez,Horror|Mystery|Thriller,15000.0,45000.0
Passion Play,2010,94,4.5,8700,Mitch Glazer,Mitch Glazer,Mickey Rourke|Megan Fox|Bill Murray,Drama|Fantasy|Horror,8000000.0,25603.0
It,2017,135,7.3,607000,Andy Muschietti,"Chase Palmer, Cary Joji Fukunaga, Gary Dauberman",Bill Skarsgård|Jaeden Martell|Finn Wolfhard,Fantasy|Horror,35000000.0,703000000.0
Thiên than ho menh,2021,127,5.6,474,Victor Vu,"Bong Bot Binh, Thi Nga, Kay Nguyen",Amee|Samuel An|Trúc Anh,Crime|Drama|Horror,1000000.0,1694828.0
Bhediya,2022,156,6.7,25000,Amar Kaushik,Niren Bhatt,Varun Dhawan|Kriti Sanon|Abhishek Banerjee,Comedy|Fantasy|Horror,7350000.0,10911075.0
Jeepers Creepers: Reborn,2022,88,2.5,15000,Timo Vuorensola,"Jake Seal, Sean-Michael Argo",Gary Graham|Dee Wallace|Timo Vuorensola,Horror|Mystery|Thriller,5000000.0,6175213.0
Buraddo,2009,85,4.8,327,Ten Shimoyama,Shigenori Takechi,Aya Sugimoto|Guts Ishimatsu|Jun Kaname,Action|Horror,30000000.0,5874530.0
Speak No Evil,2022,97,6.6,39000,Christian Tafdrup,"Christian Tafdrup, Mads Tafdrup",Morten Burian|Sidsel Siem Koch|Fedja van Huêt,Drama|Horror|Thriller,3200000.0,631249.0
Hansel & Gretel: Witch Hunters,2013,88,6.1,217000,Tommy Wirkola,"Tommy Wirkola, Jacob Grimm, Wilhelm Grimm",Jeremy Renner|Gemma Arterton|Peter Stormare,Action|Fantasy|Horror,50000000.0,226349749.0
Coupez!,2022,112,6.4,4500,Michel Hazanavicius,"Michel Hazanavicius, Shin'ichirô Ueda, Ryoichi Wada",Romain Duris|Bérénice Bejo|Grégory Gadebois,Comedy|Horror,4300000.0,2046233.0
The Apparition,2012,83,4.1,21000,Todd Lincoln,Todd Lincoln,Ashley Greene|Sebastian Stan|Tom Felton,Horror|Thriller,17000000.0,9627492.0
Mother's Day,2010,112,6.2,18000,Darren Lynn Bousman,"Scott Milam, Charles Kaufman, Warren Leight",Rebecca De Mornay|Jaime King|Shawn Ashmore,Drama|Horror|Thriller,11000000.0,863000.0
Bait,2012,93,5.2,19000,Kimble Rendall,"Russell Mulcahy, John Kim, Duncan Kennedy",Xavier Samuel|Sharni Vinson|Adrian Pang,Action|Fantasy|Horror,30000000.0,32500000.0
The Hunt,2021,92,3.0,131,"Jon Cohen, Darren K. Hawkins",Jon Cohen,Imogen Bailey|Jason Stojanovski|Matthew Charleston,Horror,14000000.0,10550350.0
Under the Skin,2013,108,6.3,158000,Jonathan Glazer,"Walter Campbell, Jonathan Glazer, Michel Faber",Scarlett Johansson|Jeremy McWilliams|Lynsey Taylor Mackay,Drama|Horror|Mystery,13300000.0,5735963.0
Thanksgiving,2023,106,6.3,49000,Eli Roth,"Jeff Rendell, Eli Roth",Patrick Dempsey|Ty Olsson|Gina Gershon,Horror|Mystery|Thriller,15000000.0,46553280.0
Vanishing on 7th Street,2010,92,4.9,27000,Brad Anderson,Anthony Jaswinski,Hayden Christensen|Thandiwe Newton|John Leguizamo,Horror|Mystery|Thriller,10000000.0,1671196.0
Nefarious,2023,97,6.4,27000,"Chuck Konzelman, Cary Solomon","Cary Solomon, Chuck Konzelman, Steve Deace",Sean Patrick Flanery|Jordan Belfi|Tom Ohmer,Horror|Thriller,3000000.0,5400000.0
Crimes of the Future,2022,107,5.8,41000,David Cronenberg,David Cronenberg,Viggo Mortensen|Léa Seydoux|Kristen Stewart,Drama|Horror|Sci-Fi,27000000.0,4551565.0
The Haunting in Connecticut 2: Ghosts of Georgia,2013,101,5.3,18000,Tom Elkins,David Coggeshall,Abigail Spencer|Chad Michael Murray|Katee Sackhoff,Drama|Horror|Mystery,8000000.0,5127434.0
The Conjuring,2013,112,7.5,555000,James Wan,"Chad Hayes, Carey W. Hayes",Patrick Wilson|Vera Farmiga|Ron Livingston,Horror|Mystery|Thriller,13000000.0,320415166.0
Stake Land,2010,98,6.4,44000,Jim Mickle,"Nick Damici, Jim Mickle",Connor Paolo|Nick Damici|Kelly McGillis,Drama|Horror|Sci-Fi,650000.0,33245.0
Cat Person,2023,118,6.0,5600,Susanna Fogel,"Michelle Ashford, Kristen Roupenian",Emilia Jones|Nicholas Braun|Geraldine Viswanathan,Drama|Horror|Thriller,12000000.0,282000.0
Tucker and Dale vs Evil,2010,89,7.5,194000,Eli Craig,"Eli Craig, Morgan Jurgenson",Tyler Labine|Alan Tudyk|Katrina Bowden,Comedy|Horror,5000000.0,5224938.0
The Human Centipede (First Sequence),2009,92,4.4,87000,Tom Six,Tom Six,Dieter Laser|Winter Williams|Ashlynn Yennie,Horror,2000000.0,252207.0
Earth Day,2009,101,4.7,122,Mister Ooh-La-La,Mister Ooh-La-La,Christopher Anglin|Courtney Anglin|Dawn Baby,Comedy|Horror,80000000.0,233093859.0
Killer School Girls from Outer Space,2011,91,6.1,105,Alexander Shumake,Alexander Shumake,Donny Boaz|Derek Lee Nixon|Clem Beard,Horror|Sci-Fi,42.0,13.0
Saw 3D,2010,90,5.5,110000,Kevin Greutert,"Patrick Melton, Marcus Dunstan",Tobin Bell|Costas Mandylor|Betsy Russell,Horror|Mystery,20000000.0,136435701.0
Director,2022,121,8.1,912,"Karthik Krishna, Kiran Ponnada","Karthik Krishna, Kiran Ponnada",Aishwarya Raj Bhakuni|Ashish Gandhi|Antra Raut,Drama|Horror|Thriller,1000.0,100.0
Red Riding Hood,2011,100,5.4,116000,Catherine Hardwicke,David Leslie Johnson-McGoldrick,Amanda Seyfried|Lukas Haas|Gary Oldman,Fantasy|Horror|Mystery,42000000.0,89162162.0
A Night of the Living Dead,2022,80,3.3,103,"Kenny Scott Guffey, Jake C. Young",Tyler Aucoin,Brandon Ludwig|Jake C. Young|Nancy Anne Ridder,Horror,114000.0,30000000.0
Xia dao xiao,2009,102,5.1,193,"Boris Boo, Jack Neo","Sek Yieng Bon, Boris Boo, Hee Ann Ho",Fish Chaar|John Cheng|Marcus Chin,Comedy|Horror,782640.0,2499412.0
Late Night with the Devil,2023,93,7.1,38000,"Cameron Cairnes, Colin Cairnes","Colin Cairnes, Cameron Cairnes",David Dastmalchian|Laura Gordon|Ian Bliss,Horror,2000000.0,11902746.0
Halloween,2018,106,6.5,169000,David Gordon Green,"John Carpenter, Debra Hill, Jeff Fradley",Jamie Lee Curtis|Judy Greer|Andi Matichak,Crime|Drama|Horror,325000.0,70260597.0
Mad God,2021,83,6.8,15000,Phil Tippett,Phil Tippett,Alex Cox|Niketa Roman|Satish Ratakonda,Animation|Fantasy|Horror,250000.0,322619.0
Hostel,2022,134,4.1,242,Sumanth Radhakrishnan,Sumanth Radhakrishnan,Aishwarya|Ajay|Lollusabha Anthony,Comedy|Drama|Horror,10200000.0,35728183.0
Dashcam,2021,80,4.6,6200,Rob Savage,"Gemma Hurley, Rob Savage, Jed Shepherd",Annie Hardy|Amar Chadha-Patel|Angela Enahoro,Horror,100000.0,58156.0
Area 51,2015,91,4.3,15000,Oren Peli,"Christopher Denham, Oren Peli",Reid Warner|Darrin Bragg|Ben Rovner,Horror|Mystery|Sci-Fi,5000000.0,7556.0
The Vatican Tapes,2015,91,4.7,19000,Mark Neveldine,"Christopher Borrelli, Michael C. Martin, Chris Morgan",Olivia Taylor Dudley|Michael Peña|Dougray Scott,Horror|Thriller,13000000.0,1784763.0
L'orafo,2022,89,5.0,467,Vincenzo Ricchiuto,"Vincenzo Ricchiuto, Germano Tarricone",Stefania Casini|Gianluca Vannucci|Stefano Fregni,Horror|Thriller,250000.0,63830.0
Byzantium,2012,118,6.5,46000,Neil Jordan,Moira Buffini,Saoirse Ronan|Gemma Arterton|Sam Riley,Drama|Fantasy|Horror,10000000.0,89237.0
The Divide,2011,112,5.8,39000,Xavier Gens,"Karl Mueller, Eron Sheean",Lauren German|Michael Biehn|Milo Ventimiglia,Drama|Horror|Sci-Fi,3000000.0,156362.0
Paranormal Activity 2,2010,91,5.7,110000,Tod Williams,"Michael R. Perry, Christopher Landon, Tom Pabst",Katie Featherston|Micah Sloat|Molly Ephraim,Horror|Mystery,3000000.0,177512032.0
Blair Witch,2016,89,5.0,50000,Adam Wingard,Simon Barrett,James Allen McCune|Callie Hernandez|Corbin Reid,Horror|Mystery|Thriller,5000000.0,45172994.0
Apartment 1303 3D,2012,85,2.5,6200,Michael Taverna,"Kei Ôishi, Michael Taverna",Mischa Barton|Julianne Michelle|Rebecca De Mornay,Horror,5000000.0,3377891.0
Slotherhouse,2023,93,4.6,4100,Matthew Goodhue,"Bradley Fowler, Cady Lanigan",Lisa Ambalavanar|Sydney Craven|Andrew Horton,Comedy|Horror|Thriller,350000.0,123000.0
The Figurine,2009,120,4.4,304,Kunle Afolayan,,Wale Adebayo|Kate Adepegba|Kunle Afolayan,Horror|Thriller,300000.0,200000.0
Smile,2022,115,6.5,162000,Parker Finn,Parker Finn,Sosie Bacon|Jessie T. Usher|Kyle Gallner,Horror|Mystery|Thriller,17000000.0,217408513.0
Cheap,2005,117,6.7,194,Brad Jones,Brad Jones,David Gobble|Brad Jones|Carrie Jo Stucki,Crime|Drama|Horror,60000000.0,129181830.0
Zombieland: Double Tap,2019,99,6.7,203000,Ruben Fleischer,"Rhett Reese, Paul Wernick, Dave Callaham",Woody Harrelson|Jesse Eisenberg|Emma Stone,Action|Comedy|Horror,42000000.0,122800000.0
The Devil Inside,2012,83,4.2,38000,William Brent Bell,"William Brent Bell, Matthew Peterman",Fernanda Andrade|Simon Quarterman|Evan Helmuth,Horror,1000000.0,101800000.0
The Afflicted,2011,85,4.5,1500,Jason Stoddard,Jason Stoddard,Leslie Easterbrook|Kane Hodder|J.D. Hart,Horror|Thriller,180000.0,175742.0
Knock at the Cabin,2023,100,6.1,116000,M. Night Shyamalan,"Paul Tremblay, M. Night Shyamalan, Steve Desmond",Dave Bautista|Jonathan Groff|Ben Aldridge,Horror|Mystery|Thriller,20000000.0,54700000.0
Jack & Jill: The Hills of Hell,2022,76,2.6,133,Adam Cowie,,Karell Vertet|Lee Hancock|Stephanie Lodge,Horror,33746302.0,3484370.0
Texas Chainsaw 3D,2013,92,4.8,56000,John Luessenhop,"Adam Marcus, Debra Sullivan, Kirsten Elms",Alexandra Daddario|Tania Raymonde|Scott Eastwood,Horror|Thriller,20000000.0,47300000.0
Balada triste de trompeta,2010,107,6.5,15000,Álex de la Iglesia,Álex de la Iglesia,Carlos Areces|Antonio de la Torre|Carolina Bang,Comedy|Drama|Horror,7000000.0,3604598.0
Smile,2022,0,4.2,140,Oktober Layne,Oktober Layne,Kitty Timbers|Ka'ssee Rhe'anne|Elihue Ackerman,Horror,17000000.0,217408513.0
Barbarian,2022,102,7.0,182000,Zach Cregger,Zach Cregger,Georgina Campbell|Bill Skarsgård|Justin Long,Horror|Mystery|Thriller,4500000.0,45400000.0
Cello,2023,120,6.0,2500,Darren Lynn Bousman,Turki Al Alshikh,Jeremy Irons|Tobin Bell|Samer Ismail,Horror|Mystery|Thriller,17000000.0,5314.0
Warm Bodies,2013,98,6.8,244000,Jonathan Levine,"Isaac Marion, Jonathan Levine",Nicholas Hoult|Teresa Palmer|John Malkovich,Comedy|Horror|Romance,35000000.0,117000000.0
Insidious,2010,103,6.8,339000,James Wan,Leigh Whannell,Patrick Wilson|Rose Byrne|Ty Simpkins,Horror|Mystery|Thriller,1500000.0,100106454.0
The Innkeepers,2011,101,5.5,37000,Ti West,Ti West,Sara Paxton|Pat Healy|Kelly McGillis,Drama|Horror|Mystery,750000.0,78396.0
The Woman in Black,2012,95,6.4,193000,James Watkins,"Susan Hill, Jane Goldman",Daniel Radcliffe|Janet McTeer|Ciarán Hinds,Drama|Fantasy|Horror,32000000.0,129000000.0
ATM,2012,90,4.7,25000,David Brooks,"Chris Sparling, Ron Tippe",Alice Eve|Josh Peck|Brian Geraghty,Horror|Thriller,3000000.0,921752.0
Abraham Lincoln: Vampire Hunter,2012,105,5.9,162000,Timur Bekmambetov,Seth Grahame-Smith,Benjamin Walker|Rufus Sewell|Dominic Cooper,Action|Fantasy|Horror,69000000.0,116500000.0
Rubber,2010,82,5.7,40000,Quentin Dupieux,Quentin Dupieux,Stephen Spinella|Roxane Mesquida|Wings Hauser,Comedy|Fantasy|Horror,500000.0,98017.0
Final Destination 5,2011,92,5.9,125000,Steven Quale,"Eric Heisserer, Jeffrey Reddick",Nicholas D'Agosto|Emma Bell|Arlen Escarpeta,Horror|Thriller,47000000.0,157900000.0
Shark Night 3D,2011,90,4.1,27000,David R. Ellis,"Will Hayes, Jesse Studenberg",Sara Paxton|Dustin Milligan|Chris Carmack,Horror|Thriller,28000000.0,10126458.0
Intruders,2011,100,5.4,21000,Juan Carlos Fresnadillo,"Nicolás Casariego, Jaime Marques",Clive Owen|Carice van Houten|Izán Corchero,Fantasy|Horror|Thriller,13000000.0,3012210.0
[Rec] 4: Apocalipsis,2014,95,5.3,20000,Jaume Balagueró,"Jaume Balagueró, Manu Díaz",Manuela Velasco|Paco Manzanedo|Héctor Colomé,Horror|Thriller,3000000.0,4915757.0
[Rec]³: Génesis,2012,80,5.0,38000,Paco Plaza,"Luiso Berdejo, Paco Plaza, David Gallart",Leticia Dolera|Diego Martín|Ismael Martínez,Comedy|Horror|Thriller,6400000.0,11019975.0
Universal Soldier: Day of Reckoning,2012,114,5.1,21000,John Hyams,"John Hyams, Doug Magnuson, Jon Greenhalgh",Jean-Claude Van Damme|Dolph Lundgren|Scott Adkins,Action|Horror|Mystery,11500000.0,1402307.0
Le règne animal,2023,128,6.7,6600,Thomas Cailley,"Thomas Cailley, Pauline Munier",Romain Duris|Paul Kircher|Adèle Exarchopoulos,Adventure|Drama|Horror,15200000.0,9138503.0
Nothing Left to Fear,2013,100,4.4,5200,Anthony Leonardi III,Jonathan W.C. Mills,Anne Heche|James Tupper|Ethan Peck,Horror,3000000.0,1675381.0
Hidden 3D,2011,81,3.3,1900,Antoine Thomas,"Alan Smithy, Alana Smithy, Mariano Baino",Sean Clement|Simonetta Solder|Jordan Hayes,Horror|Thriller,8000000.0,1670477.0
Vampires Suck,2010,82,3.4,52000,"Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer",Jenn Proske|Matt Lanter|Diedrich Bader,Comedy|Horror,20000000.0,80547866.0
Creature,2011,93,3.6,3100,Fred Andrews,"Fred Andrews, Tracy Morse",Mehcad Brooks|Serinda Swan|Daniel Bernhardt,Horror,3000000.0,533235.0
Madison County,2011,81,4.1,2000,Eric England,Eric England,Colley Bailey|Matt Mercer|Ace Marrero,Horror|Mystery|Thriller,24000000.0,182000000.0
The Awakening,2011,102,6.4,69000,Nick Murphy,"Stephen Volk, Nick Murphy",Rebecca Hall|Dominic West|Imelda Staunton,Drama|Horror|Mystery,4798235.0,6879667.0
Pengabdi Setan 2: Communion,2022,119,6.7,3800,Joko Anwar,Joko Anwar,Tara Basro|Endy Arfian|Nasar Annuz,Drama|Horror|Mystery,900000.0,5909528.0
Lovely Molly,2011,100,5.3,10000,Eduardo Sánchez,"Jamie Nash, Eduardo Sánchez",Gretchen Lodge|Johnny Lewis|Alexandra Holden,Drama|Horror,1000000.0,18463.0
The Last Days on Mars,2013,98,5.5,39000,Ruairi Robinson,"Clive Dawson, Sydney J. Bounds",Liev Schreiber|Elias Koteas|Romola Garai,Adventure|Horror|Sci-Fi,10600000.0,24084.0
The Bay,2012,85,5.7,30000,Barry Levinson,"Michael Wallach, Barry Levinson",Will Rogers|Kristen Connolly|Kether Donohue,Horror|Sci-Fi|Thriller,2000000.0,1581252.0
Piranha 3DD,2012,83,3.8,45000,John Gulager,"Patrick Melton, Marcus Dunstan, Joel Soisson",Danielle Panabaker|Ving Rhames|David Hasselhoff,Comedy|Horror|Sci-Fi,5000000.0,8493728.0
Beyond Skyline,2017,106,5.3,23000,Liam O'Donnell,"Liam O'Donnell, Joshua Cordes",Frank Grillo|Bojana Novakovic|Jonny Weston,Action|Adventure|Horror,14000000.0,992181.0
Penumbra,2011,90,5.5,1100,"Adrian Garcia Bogliano, Ramiro García Bogliano","Adrian Garcia Bogliano, Ramiro García Bogliano",María Nela Sinisterra|Victoria Witemburg|Diego Cremonesi,Horror|Thriller,20000.0,154098.0
Scouts Guide to the Zombie Apocalypse,2015,93,6.3,55000,Christopher Landon,"Carrie Lee Wilson, Emi Mochizuki, Christopher Landon",Tye Sheridan|Logan Miller|Joey Morgan,Action|Comedy|Horror,15000000.0,14900000.0
Paranômaru akutibiti: Dai-2-shô - Tokyo Night,2010,90,5.1,5400,Toshikazu Nagae,"Toshikazu Nagae, Oren Peli",Aoi Nakamura|Noriko Aoyama|Kousuke Kujirai,Horror|Mystery,1350000.0,4160000.0
The Lords of Salem,2012,101,5.2,32000,Rob Zombie,Rob Zombie,Sheri Moon Zombie|Meg Foster|Bruce Davison,Horror|Thriller,1500000.0,1165882.0
Twixt,2011,88,4.8,12000,Francis Ford Coppola,Francis Ford Coppola,Val Kilmer|Bruce Dern|Elle Fanning,Comedy|Fantasy|Horror,7000000.0,647839.0
Mischief Night,2014,88,4.6,896,Travis Baker,Travis Baker,Brooke Anne Smith|Marc Valera|Nikki Limo,Horror,108000.0,57000.0
No One Lives,2012,86,6.0,24000,Ryûhei Kitamura,David Cohen,Luke Evans|Gary Grubbs|Adelaide Clemens,Horror|Thriller,2900000.0,74918.0
Scream VI,2023,122,6.5,120000,"Matt Bettinelli-Olpin, Tyler Gillett","James Vanderbilt, Guy Busick, Kevin Williamson",Courteney Cox|Melissa Barrera|Jenna Ortega,Horror|Mystery|Thriller,35000000.0,168961389.0
Odd Thomas,2013,100,6.8,57000,Stephen Sommers,"Stephen Sommers, Dean R. Koontz",Anton Yelchin|Ashley Sommers|Leonor Varela,Comedy|Fantasy|Horror,27000000.0,1149267.0
Silent House,2011,86,5.2,25000,"Chris Kentis, Laura Lau","Gustavo Hernández, Laura Lau, Oscar Estévez",Elizabeth Olsen|Adam Trese|Eric Sheffer Stevens,Horror|Thriller,2000000.0,13101672.0
Apollo 18,2011,86,5.2,58000,Gonzalo López-Gallego,"Brian Miller, Cory Goodman",Warren Christie|Lloyd Owen|Ryan Robbins,Horror|Mystery|Sci-Fi,5000000.0,25562924.0
Mara,2018,98,5.1,8900,Clive Tonge,"Clive Tonge, Jonathan Frank",Olga Kurylenko|Craig Conway|Javier Botet,Crime|Horror|Mystery,5000000.0,661769.0
Paranormal Activity 3,2011,83,5.8,100000,"Henry Joost, Ariel Schulman","Christopher Landon, Oren Peli",Chloe Csengery|Jessica Tyler Brown|Christopher Nicholas Smith,Horror|Mystery|Thriller,5000000.0,207039844.0
Aftershock,2012,89,4.8,12000,Nicolás López,"Nicolás López, Eli Roth, Guillermo Amoedo",Eli Roth|Ariel Levy|Nicolás Martínez,Action|Adventure|Horror,2000000.0,58510.0
Beneath the Darkness,2011,96,4.5,6300,Martin Guigui,Bruce Wilkinson,Dennis Quaid|Tony Oller|Aimee Teegarden,Horror|Mystery|Thriller,7300000.0,23998.0
John Dies at the End,2012,99,6.3,40000,Don Coscarelli,"Don Coscarelli, David Wong",Chase Williamson|Rob Mayes|Paul Giamatti,Comedy|Fantasy|Horror,1000000.0,142000.0
The Vault,2017,91,4.9,14000,Dan Bush,"Dan Bush, Conal Byrne",James Franco|Scott Haze|Taryn Manning,Crime|Horror|Mystery,5000000.0,5728.0
Treehouse,2014,100,3.8,2500,Michael G. Bartlett,"Alex Child, Miles Harrington",Dana Melanie|J. Michael Trautmann|Clint James,Horror|Mystery|Thriller,3250000.0,3250000.0
Firestarter,2022,94,4.6,22000,Keith Thomas,"Stephen King, Scott Teems",Zac Efron|Ryan Kiera Armstrong|Sydney Lemmon,Drama|Horror|Sci-Fi,12000000.0,15000000.0
Zombadings 1: Patayin sa shokot si Remington,2011,96,5.8,318,Jade Castro,"Raymond Lee, Jade Castro, Michiko Yamamoto",Martin Escudero|Lauren Young|Kerbie Zamora,Comedy|Horror|Romance,22361.0,721651.0
Native,2011,96,3.9,396,John Real,"Adriana Marzagalli, John Real",Andrea Galatà|Giovanna Mandalari|Mara Sciuto,Horror|Thriller,50000.0,37997.0
Passion,2012,102,5.3,24000,Brian De Palma,"Brian De Palma, Natalie Carter, Alain Corneau",Rachel McAdams|Noomi Rapace|Karoline Herfurth,Adventure|Drama|Horror,20000000.0,713616.0
Demonic,2015,83,5.3,16000,Will Canon,"Max La Bella, Will Canon, Doug Simon",Dustin Milligan|Scott Mechlowicz|Cody Horn,Horror|Mystery|Thriller,3000000.0,3387000.0
You're Next,2011,95,6.6,110000,Adam Wingard,Simon Barrett,Sharni Vinson|Joe Swanberg|AJ Bowen,Drama|Horror|Thriller,1000000.0,14347000.0
Resident Evil: Retribution,2012,95,5.3,150000,Paul W.S. Anderson,Paul W.S. Anderson,Milla Jovovich|Sienna Guillory|Michelle Rodriguez,Action|Horror|Sci-Fi,65000000.0,240200000.0
Redd Inc.,2012,93,5.8,2900,Daniel Krige,"Jonathon Green, Anthony O'Connor",Nicholas Hope|Kelly Paterniti|Sam Reid,Horror|Thriller,500000.0,1000000.0
The Darkness,2016,92,4.5,17000,Greg McLean,"Greg McLean, Shayne Armstrong, S.P. Krause",Kevin Bacon|Radha Mitchell|David Mazouz,Horror|Thriller,4000000.0,10900000.0
Maggie,2015,95,5.6,47000,Henry Hobson,John Scott 3,Arnold Schwarzenegger|Abigail Breslin|Joely Richardson,Drama|Horror|Sci-Fi,4000000.0,187112.0
Pearl,2022,103,7.0,97000,Ti West,"Ti West, Mia Goth",Mia Goth|David Corenswet|Tandi Wright,Drama|Horror|Thriller,1000000.0,10139416.0
Sinister,2012,110,6.8,281000,Scott Derrickson,"Scott Derrickson, C. Robert Cargill",Ethan Hawke|Juliet Rylance|James Ransone,Horror|Mystery|Thriller,3000000.0,82515113.0
Amityville: The Awakening,2017,87,4.8,16000,Franck Khalfoun,Franck Khalfoun,Jennifer Jason Leigh|Bella Thorne|Mckenna Grace,Horror|Thriller,12000000.0,8481997.0
Keri,2013,100,5.8,148000,Kimberly Peirce,"Lawrence D. Cohen, Roberto Aguirre-Sacasa, Stephen King",Chloë Grace Moretz|Julianne Moore|Gabriella Wilde,Drama|Horror|Thriller,30000000.0,84790678.0
Delivery,2013,87,5.3,1500,Brian Netto,"Brian Netto, Adam Schindler",Laurel Vail|Danny Barclay|Rob Cobuzio,Horror|Mystery|Thriller,6900000.0,4493017.0
Winnie-the-Pooh: Blood and Honey,2023,84,2.9,29000,Rhys Frake-Waterfield,"Rhys Frake-Waterfield, A.A. Milne",Nikolai Leon|Maria Taylor|Natasha Rose Mills,Horror,100000.0,7700000.0
The Neon Demon,2016,117,6.1,104000,Nicolas Winding Refn,"Nicolas Winding Refn, Mary Laws, Polly Stenham",Elle Fanning|Christina Hendricks|Keanu Reeves,Horror|Thriller,7000000.0,3400000.0
Chernobyl Diaries,2012,86,5.0,69000,Bradley Parker,"Oren Peli, Carey Van Dyke, Shane Van Dyke",Jesse McCartney|Jonathan Sadowski|Olivia Taylor Dudley,Horror|Mystery|Thriller,1000000.0,38390020.0
Hell Fest,2018,89,5.5,19000,Gregory Plotkin,"Seth M. Sherwood, Blair Butler, Akela Cooper",Cynthea Mercado|Stephen Conroy|Amy Forsyth,Horror|Thriller,5500000.0,18160930.0
Wolf Creek 2,2013,106,6.1,23000,Greg McLean,"Greg McLean, Aaron Sterns",John Jarratt|Ryan Corr|Shannon Ashlyn,Horror|Thriller,8000000.0,9630444.0
No Good Deed,2014,84,5.6,22000,Sam Miller,Aimee Lagos,Taraji P. Henson|Idris Elba|Leslie Bibb,Crime|Drama|Horror,13200000.0,53830415.0
Mama,2013,100,6.2,191000,Andy Muschietti,"Andy Muschietti, Barbara Muschietti, Neil Cross",Jessica Chastain|Nikolaj Coster-Waldau|Megan Charpentier,Fantasy|Horror|Thriller,15000000.0,146497771.0
The Last Exorcism Part II,2013,88,4.0,17000,Ed Gass-Donnelly,"Damien Chazelle, Ed Gass-Donnelly, Huck Botko",Ashley Bell|Julia Garner|Spencer Treat Clark,Horror|Thriller,5000000.0,15200000.0
Flatliners,2017,109,5.2,51000,Niels Arden Oplev,"Peter Filardi, Ben Ripley",Elliot Page|Diego Luna|Nina Dobrev,Drama|Horror|Mystery,19000000.0,45200000.0
13 Sins,2014,93,6.3,39000,Daniel Stamm,"David Birke, Daniel Stamm, Chookiat Sakveerakul",Mark Webber|Devon Graye|Tom Bower,Comedy|Horror|Thriller,5000000.0,13809.0
Hansel & Gretel Get Baked,2013,86,4.4,3900,Duane Journey,David Tillman,Molly C. Quinn|Michael Welch|Lara Flynn Boyle,Comedy|Horror,50000000.0,226349749.0
Hostage,2013,107,3.1,138,Mike Yurinko,Mike Yurinko,Holt Boggs|Brandon Slagle|Nick Mancuso,Drama|Horror|Thriller,52000000.0,77944725.0
23:59,2011,78,4.6,1000,Gilbert Chan,Gilbert Chan,Tedd Chan|Stella Chung|Philip Hersh,Horror,600000.0,1208479.0
Lost Place,2013,101,4.3,620,Thor Klein,"Thor Klein, Lena Vurma",François Goeske|Jytte-Merle Böhrnsen|Pit Bukowski,Horror|Mystery|Thriller,5200000.0,159828.0
Maniac,2012,89,6.1,40000,Franck Khalfoun,"Alexandre Aja, Grégory Levasseur, Joe Spinell",Elijah Wood|Nora Arnezeder|America Olivo,Horror|Thriller,6000000.0,2631275.0
The Warning,2012,78,2.9,445,Alexander Williams,"James Crow, Adam Smithe",Simon Phillips|Marc Pickering|Kylie Maron-Vallorani,Horror,500000.0,500000.0
