original_title,title,original_language,release_date,popularity,vote_count,vote_average,budget,revenue,runtime,genre_names,release_year
The Lazarus Effect,The Lazarus Effect,en,2015-01-29,14,1226,5,3300000,64110728,83,"Horror, Mystery, Science Fiction, Thriller",2015
The Stepford Wives,The Stepford Wives,en,2004-06-10,14,1116,5,90000000,102000000,93,"Comedy, Horror, Science Fiction, Thriller",2004
"Godzilla, King of the Monsters!","Godzilla, King of the Monsters!",en,1956-04-27,13,181,6,25000,2000000,81,"Horror, Science Fiction",1956
Gabriel,Gabriel,en,2007-11-15,13,346,6,200000,1395610,109,"Action, Fantasy, Horror, Science Fiction",2007
Lifeforce,Lifeforce,en,1985-06-21,13,443,6,25000000,11603545,102,"Horror, Science Fiction, Thriller",1985
キュア,Cure,ja,1997-12-27,13,292,7,20000,99000,111,"Crime, Horror, Mystery, Thriller",1997
仄暗い水の底から,Dark Water,ja,2002-01-19,13,442,6,4000000,1686839,101,"Horror, Mystery",2002
Bug,Bug,en,2006-11-11,13,428,6,4000000,8095658,98,"Drama, Horror, Thriller",2006
Graveyard Shift,Graveyard Shift,en,1990-10-26,13,183,5,10500000,11582891,89,Horror,1990
White Noise,White Noise,en,2005-01-07,13,684,5,10000000,91196419,101,"Drama, Horror, Thriller",2005
Bait,Bait,en,2012-09-05,13,639,5,30000000,32500000,93,"Action, Horror, Thriller",2012
Mary Shelley's Frankenstein,Mary Shelley's Frankenstein,en,1994-11-04,13,1014,6,45000000,112006296,123,"Drama, Horror, Romance, Science Fiction",1994
Black Christmas,Black Christmas,en,2006-12-15,13,422,5,9000000,21510851,95,"Horror, Mystery, Thriller",2006
Intruders,Intruders,en,2011-09-12,13,417,5,13000000,3012210,100,"Fantasy, Horror, Thriller",2011
The Hills Have Eyes,The Hills Have Eyes,en,1977-07-22,13,693,6,230000,25000000,90,"Horror, Thriller",1977
Down,Down,en,2001-09-06,13,121,5,15000000,163169,111,"Action, Horror, Mystery, Thriller",2001
Ne te retourne pas,Don't Look Back,fr,2009-06-03,13,167,5,13000000,2651917,110,"Drama, Horror, Mystery, Thriller",2009
Feast,Feast,en,2005-10-14,13,422,6,3200000,658573,95,"Action, Comedy, Horror, Thriller",2005
Altered States,Altered States,en,1980-12-25,13,509,6,15000000,19853892,102,"Horror, Science Fiction, Thriller",1980
Damien: Omen II,Damien: Omen II,en,1978-06-09,13,531,6,6800000,26518355,107,Horror,1978
디 워,Dragon Wars,ko,2007-02-08,13,318,4,32000000,75108998,90,"Action, Drama, Fantasy, Horror, Science Fiction, Thriller",2007
Dressed to Kill,Dressed to Kill,en,1980-07-25,13,680,6,6500000,31899000,105,"Horror, Mystery, Thriller",1980
Whisper,Whisper,en,2007-11-27,13,222,6,12000000,5285197,94,"Crime, Drama, Horror, Thriller",2007
Supernova,Supernova,en,2000-01-14,13,298,5,90000000,14828081,91,"Fantasy, Horror, Science Fiction, Thriller",2000
Wishmaster,Wishmaster,en,1997-09-19,13,449,6,5000000,15738769,90,"Fantasy, Horror",1997
Unsane,Unsane,en,2018-02-21,13,1312,6,1500000,14293601,98,"Horror, Thriller",2018
The Vault,The Vault,en,2017-09-01,13,336,4,5000000,5728,91,"Horror, Thriller",2017
The Entity,The Entity,en,1982-09-30,13,360,6,9000000,13277558,125,"Horror, Mystery, Thriller",1982
Sorority Row,Sorority Row,en,2009-09-09,13,480,5,12500000,27206120,101,"Horror, Mystery",2009
The Good Son,The Good Son,en,1993-09-24,13,789,6,17000000,60613008,87,"Horror, Thriller",1993
Pumpkinhead,Pumpkinhead,en,1988-06-09,13,346,6,3500000,4385516,86,"Fantasy, Horror",1988
Office Uprising,Office Uprising,en,2018-06-19,13,176,5,2500000,165623,88,"Action, Comedy, Horror",2018
Red State,Red State,en,2011-08-19,13,784,6,4000000,1104682,88,"Action, Horror, Thriller",2011
Jacob's Ladder,Jacob's Ladder,en,1990-11-02,13,1262,7,25000000,25965144,113,"Drama, Horror, Mystery",1990
Tales from the Darkside: The Movie,Tales from the Darkside: The Movie,en,1990-05-03,12,285,6,3500000,16324573,93,"Comedy, Fantasy, Horror, Thriller",1990
BloodRayne,BloodRayne,en,2005-10-22,12,419,4,25000000,3650275,99,"Action, Adventure, Fantasy, Horror",2005
Valentine,Valentine,en,2001-02-02,12,435,5,10000000,16300000,96,"Horror, Thriller",2001
The Relic,The Relic,en,1997-01-10,12,415,6,60000000,33956608,110,"Horror, Mystery, Thriller",1997
The Apparition,The Apparition,en,2012-08-23,12,358,4,17000000,9627492,82,"Horror, Thriller",2012
Resident Evil: Extinction,Resident Evil: Extinction,en,2007-09-20,12,3492,6,45000000,148412065,94,"Action, Horror, Science Fiction",2007
6 Souls,6 Souls,en,2010-03-27,12,610,6,22000000,851517,112,"Horror, Mystery, Thriller",2010
Amusement,Amusement,en,2008-10-09,12,293,5,6000000,170255,85,"Horror, Mystery, Thriller",2008
Meet the Blacks,Meet the Blacks,en,2016-04-01,12,244,4,900000,9097072,90,"Comedy, Horror",2016
Nothing Left to Fear,Nothing Left to Fear,en,2013-09-26,12,150,5,3000000,1675381,100,Horror,2013
Idle Hands,Idle Hands,en,1999-04-30,12,525,6,25000000,4152230,92,"Comedy, Fantasy, Horror",1999
Ghosts of Mars,Ghosts of Mars,en,2001-08-24,12,890,5,28000000,14010832,98,"Action, Horror, Science Fiction",2001
From Dusk Till Dawn 3: The Hangman's Daughter,From Dusk Till Dawn 3: The Hangman's Daughter,en,1999-10-30,12,259,4,5000000,9617000,94,"Horror, Thriller, Western",1999
The Reaping,The Reaping,en,2007-04-05,12,673,5,40000000,62771059,99,Horror,2007
BloodRayne II: Deliverance,BloodRayne 2: Deliverance,en,2007-09-18,12,187,4,10000000,167445,99,"Action, Horror, Western",2007
Boogeyman 2,Boogeyman 2,en,2007-10-20,12,229,5,4500000,1798418,93,"Horror, Thriller",2007
Kill List,Kill List,en,2011-09-02,12,604,6,500000,450275,95,"Crime, Horror, Thriller",2011
回路,Pulse,ja,2001-02-03,12,343,6,25000000,318451,119,"Horror, Mystery, Thriller",2001
Black Christmas,Black Christmas,en,1974-10-11,12,560,7,620000,4053000,98,"Horror, Mystery, Thriller",1974
The People Under the Stairs,The People Under the Stairs,en,1991-11-01,12,519,6,6000000,31347154,102,"Horror, Mystery",1991
Wind Chill,Wind Chill,en,2007-04-27,12,353,5,6000000,285000,91,"Drama, Horror, Thriller",2007
Frenzy,Frenzy,en,1972-05-25,12,695,7,3500000,12600000,116,"Crime, Horror, Thriller",1972
Night of the Comet,Night of the Comet,en,1984-11-16,12,282,6,3000000,14418922,95,"Comedy, Horror, Science Fiction",1984
Once Bitten,Once Bitten,en,1985-11-15,12,228,5,3200000,10000000,94,"Comedy, Horror, Romance",1985
The Brood,The Brood,en,1979-05-25,12,544,6,1355000,5000000,92,"Horror, Science Fiction",1979
着信アリ,One Missed Call,ja,2003-11-03,12,328,6,1700000,16200000,112,"Horror, Thriller",2003
Lost Souls,Lost Souls,en,2000-10-13,12,139,5,50000000,31355910,97,"Horror, Thriller",2000
The Hidden,The Hidden,en,1987-10-30,12,301,7,5000000,9747988,96,"Horror, Science Fiction, Thriller",1987
Prince of Darkness,Prince of Darkness,en,1987-10-23,12,758,6,3000000,14182492,101,Horror,1987
The Prophecy,The Prophecy,en,1995-09-01,12,396,6,8000000,16115878,98,"Fantasy, Horror, Thriller",1995
Phoenix Forgotten,Phoenix Forgotten,en,2017-04-21,12,227,6,2800000,3600000,80,"Horror, Mystery, Science Fiction",2017
The Rage: Carrie 2,The Rage: Carrie 2,en,1999-03-11,12,311,5,21000000,17762705,104,"Horror, Science Fiction, Thriller",1999
Blood: The Last Vampire,Blood: The Last Vampire,en,2009-04-02,12,290,5,30000000,5874530,91,"Action, Adventure, Horror, Science Fiction, Thriller",2009
Il gatto a nove code,The Cat o' Nine Tails,it,1971-02-12,12,324,6,1000000,1204739,112,"Horror, Mystery, Thriller",1971
The Fury,The Fury,en,1978-03-10,12,276,6,5500000,24000000,118,"Horror, Science Fiction, Thriller",1978
Tales from the Crypt: Demon Knight,Tales from the Crypt: Demon Knight,en,1995-01-13,11,383,6,13000000,21089146,92,"Comedy, Horror, Thriller",1995
Dead & Buried,Dead & Buried,en,1981-05-29,11,209,6,3000000,216166,94,"Horror, Mystery",1981
Mutant Chronicles,Mutant Chronicles,en,2008-08-07,11,377,5,8000000,2131057,111,"Action, Adventure, Horror, Science Fiction",2008
My Bloody Valentine,My Bloody Valentine,en,1981-02-11,11,333,6,2200000,5672031,90,"Horror, Mystery, Thriller",1981
The Darkness,The Darkness,en,2016-05-13,11,543,4,4000000,10898293,92,"Horror, Thriller",2016
Wait Until Dark,Wait Until Dark,en,1967-10-26,11,400,7,4000000,11000000,108,"Crime, Horror, Thriller",1967
The Echo,The Echo,en,2008-05-25,11,153,6,5000000,124048,96,"Drama, Horror, Mystery, Thriller",2008
One Hour Photo,One Hour Photo,en,2002-08-21,11,1392,6,12000000,52223306,96,"Drama, Horror, Thriller",2002
Killer Joe,Killer Joe,en,2011-09-10,11,1165,6,10000000,4633668,102,"Crime, Drama, Horror, Thriller",2011
Phantasm,Phantasm,en,1979-03-28,11,514,6,300000,11988469,89,"Horror, Science Fiction",1979
Stir of Echoes,Stir of Echoes,en,1999-09-10,11,985,6,12000000,21133087,99,Horror,1999
Take Shelter,Take Shelter,en,2011-09-30,11,1416,7,5000000,3099314,120,"Drama, Horror, Thriller",2011
박쥐,Thirst,ko,2009-04-30,11,686,7,5000000,13085023,134,"Drama, Horror, Thriller",2009
Leviathan,Leviathan,en,1989-03-17,11,380,6,25000000,15704614,98,"Action, Adventure, Horror, Science Fiction, Thriller",1989
Disturbing Behavior,Disturbing Behavior,en,1998-07-24,11,273,5,15000000,17507368,84,"Horror, Mystery, Science Fiction",1998
Shadow of the Vampire,Shadow of the Vampire,en,2000-05-15,11,459,6,8000000,8279017,92,"Drama, Horror",2000
Sleepaway Camp,Sleepaway Camp,en,1983-11-18,11,504,6,350000,11000000,85,Horror,1983
Raising Cain,Raising Cain,en,1992-08-07,11,261,6,12000000,37170057,92,"Crime, Drama, Horror, Thriller",1992
The Lawnmower Man,The Lawnmower Man,en,1992-03-05,11,578,5,10000000,32100816,108,"Horror, Science Fiction",1992
The Sacrament,The Sacrament,en,2013-09-02,11,347,5,4000000,9221,99,"Horror, Thriller",2013
ゴジラvsビオランテ,Godzilla vs. Biollante,ja,1989-12-16,11,156,7,5000000,7000000,105,"Action, Horror, Science Fiction",1989
Return of the Living Dead Part II,Return of the Living Dead Part II,en,1988-01-15,11,447,6,6200000,9205924,89,"Comedy, Horror",1988
カメラを止めるな！,One Cut of the Dead,ja,2017-11-04,11,544,7,30000,200000000,96,"Comedy, Horror",2017
Maniac,Maniac,en,1980-11-14,11,323,6,350000,10000000,87,Horror,1980
A Girl Walks Home Alone at Night,A Girl Walks Home Alone at Night,en,2014-11-21,11,690,6,1000000,395000,99,"Horror, Romance",2014
Planet of the Sharks,Planet of the Sharks,en,2016-07-27,11,57,3,5,6,85,"Action, Horror, Science Fiction",2016
Blood and Chocolate,Blood and Chocolate,en,2007-01-26,11,249,5,15000000,6340723,98,"Drama, Fantasy, Horror, Romance",2007
Navy Seals vs. Zombies,Navy Seals vs. Zombies,en,2015-10-08,11,143,4,1181389,56191,97,"Action, Horror",2015
FearDotCom,FearDotCom,en,2002-08-09,10,299,3,40000000,18902015,101,"Crime, Horror, Thriller",2002
Black Water,Black Water,en,2007-06-01,10,263,5,700000,1271556,90,"Adventure, Drama, Horror",2007
From Beyond,From Beyond,en,1986-10-24,10,408,6,4500000,1261000,85,"Horror, Science Fiction",1986
Vampire in Brooklyn,Vampire in Brooklyn,en,1995-10-26,10,451,5,14000000,19800000,100,"Comedy, Horror, Romance",1995
The Serpent and the Rainbow,The Serpent and the Rainbow,en,1988-02-05,10,374,6,7000000,19595031,98,"Horror, Thriller",1988
Boogeyman,Boogeyman,en,2005-02-04,10,624,4,20000000,67192859,89,"Drama, Horror, Mystery, Thriller",2005
I Know Who Killed Me,I Know Who Killed Me,en,2007-07-27,10,311,4,12000000,9620399,105,"Horror, Thriller",2007
The Last Days on Mars,The Last Days on Mars,en,2013-08-11,10,664,5,10600000,24084,98,"Horror, Science Fiction, Thriller",2013
Bats,Bats,en,1999-10-22,10,149,4,5250000,10155690,91,"Horror, Science Fiction, Thriller",1999
ゴジラvsデストロイア,Godzilla vs. Destoroyah,ja,1995-12-09,10,182,7,10000000,18000000,103,"Action, Horror, Science Fiction",1995
House of Wax,House of Wax,en,1953-04-16,10,253,6,658000,23800000,88,"Horror, Mystery",1953
Maniac,Maniac,en,2012-12-26,10,757,6,6000000,31081,89,Horror,2012
The Dead Zone,The Dead Zone,en,1983-10-21,10,1262,7,10000000,20766616,103,"Horror, Science Fiction, Thriller",1983
Godsend,Godsend,en,2004-04-30,10,407,4,25000000,30120671,102,"Drama, Horror, Science Fiction, Thriller",2004
Rubber,Rubber,en,2010-11-09,10,801,6,500000,98017,85,"Comedy, Drama, Fantasy, Horror, Mystery",2010
Tales from the Hood,Tales from the Hood,en,1995-05-24,10,112,6,6000000,12000000,97,"Crime, Horror, Thriller",1995
The Night Flier,The Night Flier,en,1997-04-30,10,179,5,1000000,91549,93,"Fantasy, Horror, Mystery",1997
Hardware,Hardware,en,1990-09-14,10,221,5,1500000,5728953,93,"Horror, Science Fiction, Thriller",1990
K-12,K-12,en,2019-09-05,10,220,7,6000000,359377,92,"Fantasy, Horror, Music",2019
Black Christmas,Black Christmas,en,2019-12-11,10,422,4,5000000,18529730,92,"Horror, Mystery, Thriller",2019
Ghoulies,Ghoulies,en,1985-01-18,10,196,4,1000000,35000000,81,"Comedy, Fantasy, Horror",1985
Vanishing on 7th Street,Vanishing on 7th Street,en,2010-09-11,10,459,5,10000000,1671196,92,"Horror, Mystery, Thriller",2010
D-Tox,D-Tox,en,2002-01-04,10,530,5,55000000,6632383,96,"Action, Horror, Thriller",2002
C'est arrivé près de chez vous,Man Bites Dog,fr,1992-08-20,10,707,7,33000,205569,96,"Comedy, Crime, Drama, Horror, Thriller",1992
見鬼,The Eye,cn,2002-05-09,10,322,6,10706075,1766761,98,Horror,2002
Невеста,The Bride,ru,2017-01-19,10,311,5,1500000,6945256,90,"Horror, Mystery, Thriller",2017
Dark Angel,Dark Angel,en,1990-01-26,10,217,6,7000000,9229401,91,"Action, Crime, Horror, Science Fiction, Thriller",1990
Peeping Tom,Peeping Tom,en,1960-05-16,10,606,7,150000,83957,101,"Drama, Horror, Thriller",1960
Session 9,Session 9,en,2001-08-10,10,745,6,1500000,1612259,100,"Horror, Mystery",2001
The Toxic Avenger,The Toxic Avenger,en,1984-05-01,10,411,6,475000,800000,82,"Comedy, Horror, Science Fiction",1984
The Keep,The Keep,en,1983-12-16,10,185,5,6000000,3661757,96,"Drama, Fantasy, Horror",1983
Diary of the Dead,Diary of the Dead,en,2008-02-22,10,637,5,2000000,5540941,95,"Fantasy, Horror, Science Fiction, Thriller",2008
The Changeling,The Changeling,en,1980-03-28,10,455,7,7600000,12000000,103,Horror,1980
헨젤과 그레텔,Hansel & Gretel,ko,2007-12-27,10,142,6,4000000,2206625,117,"Drama, Fantasy, Horror",2007
The Innkeepers,The Innkeepers,en,2011-08-18,10,536,5,750000,78396,102,"Horror, Thriller",2011
The Gate,The Gate,en,1987-04-21,10,279,6,2500000,13500000,86,"Fantasy, Horror",1987
Apartment 1303 3D,Apartment 1303 3D,en,2012-12-06,10,264,3,5000000,3377891,101,Horror,2012
Fido,Fido,en,2006-09-07,10,358,6,8000000,426224,91,"Comedy, Drama, Horror, Romance",2006
The Head Hunter,The Head Hunter,en,2019-04-05,10,234,5,30000,44652,72,"Fantasy, Horror",2019
House at the End of the Street,House at the End of the Street,en,2012-09-21,9,1572,5,6900000,44287131,101,"Horror, Thriller",2012
Demonic,Demonic,en,2015-02-12,9,419,5,3000000,3387000,83,"Horror, Thriller",2015
Hatchet II,Hatchet II,en,2010-08-26,9,309,5,2500000,156190,85,"Comedy, Horror, Thriller",2010
"쓰리, 몬스터",Three… Extremes,ko,2004-08-20,9,284,6,77532,516930,125,Horror,2004
Stake Land,Stake Land,en,2010-09-30,9,641,6,650000,33245,98,"Drama, Horror, Science Fiction",2010
Screamers,Screamers,en,1995-09-08,9,424,6,20000000,5781885,108,"Horror, Science Fiction",1995
Dracula: Prince of Darkness,Dracula: Prince of Darkness,en,1966-01-09,9,184,6,280379,364937,90,Horror,1966
Saint Ange,House of Voices,fr,2004-06-23,9,149,6,320000,6782283,98,"Horror, Mystery",2004
Troll,Troll,en,1986-01-17,9,154,4,1100000,5450815,82,"Fantasy, Horror",1986
Night of the Creeps,Night of the Creeps,en,1986-08-21,9,388,6,5000000,591366,90,"Comedy, Horror, Science Fiction",1986
Soul Survivors,Soul Survivors,en,2001-09-06,9,143,4,17000000,4299141,84,"Horror, Mystery, Thriller",2001
Psycho Beach Party,Psycho Beach Party,en,2000-08-06,9,66,5,1500000,268117,95,"Comedy, Horror",2000
Man-Thing,Man-Thing,en,2005-04-21,9,144,4,5000000,1123136,105,"Action, Fantasy, Horror",2005
House of the Dead,House of the Dead,en,2003-04-11,9,308,3,12000000,13818181,90,"Action, Horror, Thriller",2003
Body Snatchers,Body Snatchers,en,1993-06-09,9,313,6,13000000,428868,87,"Horror, Science Fiction, Thriller",1993
Psycho III,Psycho III,en,1986-04-02,9,289,5,8400000,14481606,93,"Horror, Thriller",1986
No One Lives,No One Lives,en,2013-03-09,9,496,5,2900000,74918,86,"Horror, Thriller",2013
The Return of Swamp Thing,The Return of Swamp Thing,en,1989-05-11,9,183,5,4000000,192816,84,"Horror, Science Fiction",1989
Invaders from Mars,Invaders from Mars,en,1986-06-06,9,181,5,12000000,4884663,100,"Adventure, Family, Horror, Mystery, Science Fiction",1986
C.H.U.D.,C.H.U.D.,en,1984-08-31,9,218,5,1250000,3412497,97,"Horror, Science Fiction",1984
May,May,en,2003-06-03,9,474,6,500000,264349,93,"Comedy, Drama, Horror",2003
Lawnmower Man 2: Beyond Cyberspace,Lawnmower Man 2: Beyond Cyberspace,en,1996-01-12,9,108,2,15000000,2409225,92,"Action, Horror, Science Fiction, Thriller",1996
Sisters,Sisters,en,1973-03-26,9,276,6,500000,1000000,93,"Horror, Mystery, Thriller",1973
The House on Sorority Row,The House on Sorority Row,en,1982-11-19,9,163,5,425000,10604986,91,"Horror, Mystery, Thriller",1982
Nightbreed,Nightbreed,en,1990-02-16,9,354,6,11000000,8862354,102,"Action, Fantasy, Horror",1990
Beyond Skyline,Beyond Skyline,en,2017-10-20,9,852,5,20000000,992181,105,"Action, Adventure, Horror, Science Fiction",2017
Invasion of the Body Snatchers,Invasion of the Body Snatchers,en,1956-02-05,9,809,7,417000,3000000,80,"Horror, Science Fiction",1956
Mother's Day,Mother's Day,en,2010-09-23,9,336,6,11000000,863044,112,"Crime, Horror, Thriller",2010
Frankenhooker,Frankenhooker,en,1990-06-01,9,232,6,2500000,205068,85,"Comedy, Horror, Science Fiction",1990
The Curse of Frankenstein,The Curse of Frankenstein,en,1957-05-20,9,214,6,270000,8000000,83,"Horror, Science Fiction",1957
Funny Games,Funny Games,en,2008-03-14,9,1709,6,15000000,7938872,111,"Drama, Horror, Thriller",2008
Silent House,Silent House,en,2011-01-21,9,326,5,2000000,13101672,85,"Horror, Mystery",2011
The Dark Half,The Dark Half,en,1993-04-23,9,308,6,15000000,10611160,122,"Horror, Mystery",1993
Dead Trigger,Dead Trigger,en,2017-07-19,9,30,3,10000000,151493,92,"Action, Horror",2017
Warlock,Warlock,en,1989-06-01,9,293,6,7000000,9094451,103,"Adventure, Comedy, Fantasy, Horror",1989
キャシャーン,Casshern,ja,2004-04-24,9,208,5,6000000,12353768,141,"Drama, Horror, Science Fiction",2004
Seed,Seed,en,2007-04-27,9,98,3,10000000,155362,90,Horror,2007
Club Dread,Club Dread,en,2004-02-27,9,290,5,8500000,5001655,104,"Comedy, Horror",2004
The Return,The Return,en,2006-11-10,9,485,5,15000000,11992014,85,"Drama, Horror, Thriller",2006
The Quiet Ones,The Quiet Ones,en,2014-04-01,8,584,5,200000,17834867,98,Horror,2014
Night of the Demons,Night of the Demons,en,1988-10-14,8,249,6,1200000,3109904,90,Horror,1988
The Giant Spider Invasion,The Giant Spider Invasion,en,1975-10-01,8,53,4,300000,15000000,84,"Horror, Science Fiction",1975
Snoop Dogg's Hood of Horror,Snoop Dogg's Hood of Horror,en,2006-06-27,8,55,4,5000000,25900,85,"Comedy, Horror",2006
The Lair of the White Worm,The Lair of the White Worm,en,1988-09-21,8,167,5,2500000,1189315,93,"Comedy, Fantasy, Horror",1988
Stung,Stung,en,2015-07-03,8,161,5,2500000,71085,87,"Comedy, Horror, Science Fiction",2015
Frankenstein Unbound,Frankenstein Unbound,en,1990-11-02,8,76,5,11500000,334748,82,"Horror, Science Fiction",1990
Twixt,Twixt,en,2011-09-10,8,221,4,7000000,1300000,89,"Fantasy, Horror, Mystery",2011
Dead Ringers,Dead Ringers,en,1988-09-23,8,666,7,13000000,8038508,115,"Horror, Thriller",1988
Split Second,Split Second,en,1992-05-01,8,224,5,7000000,5430822,90,"Horror, Science Fiction",1992
Bones,Bones,en,2001-10-24,8,125,4,10000000,7316658,96,"Horror, Thriller",2001
Diabolique,Diabolique,en,1996-03-22,8,229,5,45000000,52400000,107,"Horror, Mystery, Thriller",1996
Waxwork,Waxwork,en,1988-06-17,8,214,6,3000000,808114,95,"Comedy, Horror",1988
Darkness,Darkness,en,2002-10-11,8,313,5,10600000,12241855,102,Horror,2002
Bad Moon,Bad Moon,en,1996-11-01,8,192,6,7000000,1100000,80,Horror,1996
Monkey Shines,Monkey Shines,en,1988-07-29,8,217,6,7000000,5344577,113,"Drama, Horror, Science Fiction, Thriller",1988
숨바꼭질,Hide and Seek,ko,2013-08-14,8,77,6,1900000,35461505,107,"Horror, Thriller",2013
ガメラ 大怪獣空中決戦,Gamera: Guardian of the Universe,ja,1995-03-11,8,108,7,4500000,16000000,96,"Adventure, Fantasy, Horror, Science Fiction",1995
The Raven,The Raven,en,1963-01-25,8,179,6,350000,1499275,86,"Comedy, Fantasy, Horror",1963
My Soul to Take,My Soul to Take,en,2010-10-08,8,435,5,25000000,21500813,107,"Drama, Horror, Mystery",2010
Tentacoli,Tentacles,en,1977-02-25,8,68,4,750000,3000000,102,"Action, Adventure, Horror, Science Fiction",1977
Repo! The Genetic Opera,Repo! The Genetic Opera,en,2008-07-18,8,271,6,8500000,188126,98,"Horror, Music, Science Fiction",2008
The Company of Wolves,The Company of Wolves,en,1984-09-21,8,240,6,2000000,4389334,95,"Fantasy, Horror",1984
Vampire's Kiss,Vampire's Kiss,en,1988-09-17,8,284,5,2000000,725131,103,"Comedy, Horror",1988
Teaching Mrs. Tingle,Teaching Mrs. Tingle,en,1999-08-11,8,277,5,13000000,8946237,96,"Comedy, Crime, Horror",1999
In Dreams,In Dreams,en,1999-01-15,8,151,5,30000000,12017369,100,"Horror, Mystery, Thriller",1999
Shivers,Shivers,en,1975-10-10,8,493,6,179000,1000000,88,Horror,1975
Mary Reilly,Mary Reilly,en,1996-02-23,8,261,5,47000000,12379402,104,"Drama, History, Horror, Thriller",1996
Communion,Communion,en,1989-11-10,8,133,5,5000000,1919653,103,"Drama, Horror, Science Fiction, Thriller",1989
Attack of the 50 Foot Woman,Attack of the 50 Foot Woman,en,1958-05-18,8,97,4,88000,480000,65,"Horror, Science Fiction",1958
Something Wicked This Way Comes,Something Wicked This Way Comes,en,1983-04-29,8,136,6,19000000,5656087,95,"Fantasy, Horror, Mystery, Thriller",1983
Razorback,Razorback,en,1984-04-19,8,133,5,5500000,801000,95,Horror,1984
Giallo,Giallo,it,2010-03-13,8,131,4,14000000,50113,92,"Crime, Horror, Mystery, Thriller",2010
The Zodiac,The Zodiac,en,2005-07-31,8,103,5,1000000,86872,92,"Crime, Drama, Horror, Thriller",2005
100 Feet,100 Feet,en,2008-07-22,8,241,5,10000000,1415804,105,"Horror, Thriller",2008
"Hush... Hush, Sweet Charlotte","Hush... Hush, Sweet Charlotte",en,1964-12-15,8,192,7,2200000,4000000,133,"Drama, Horror, Mystery",1964
Chain Letter,Chain Letter,en,2010-10-01,8,104,4,5000000,143000,96,"Horror, Thriller",2010
Baskın: Karabasan,Baskin,tr,2015-12-31,8,238,5,350000,318155,97,Horror,2015
While She Was Out,While She Was Out,en,2008-10-27,8,126,5,6000000,498088,86,"Drama, Horror, Thriller",2008
The Fan,The Fan,en,1981-05-15,8,36,6,10000000,3100000,95,"Drama, Horror, Thriller",1981
Blood Feast,Blood Feast,en,1963-07-06,8,132,4,24500,4000000,67,Horror,1963
The Abandoned,The Abandoned,en,2006-09-11,8,195,5,3000000,4529892,99,"Horror, Thriller",2006
ゴジラ×メガギラス G消滅作戦,Godzilla vs. Megaguirus,ja,2000-11-03,8,134,6,8300000,11068800,105,"Action, Adventure, Horror, Science Fiction",2000
Burke & Hare,Burke & Hare,en,2010-10-29,8,392,6,10000000,4791599,91,"Comedy, History, Horror, Thriller",2010
ガメラ3 邪神＜イリス＞覚醒,Gamera 3: Revenge of Iris,ja,1999-03-06,8,96,7,6000000,15000000,108,"Fantasy, Horror, Science Fiction",1999
The Island of Dr. Moreau,The Island of Dr. Moreau,en,1996-08-23,8,433,4,40000000,49627779,96,"Fantasy, Horror, Science Fiction",1996
Hideaway,Hideaway,en,1995-03-03,7,110,5,15000000,12201255,103,"Drama, Horror, Thriller",1995
Surveillance,Surveillance,en,2008-02-08,7,259,5,3500000,1138322,97,"Horror, Mystery, Thriller",2008
Tamara,Tamara,en,2005-05-12,7,200,5,4750000,206871,98,"Fantasy, Horror, Thriller",2005
The Hand,The Hand,en,1981-04-24,7,110,6,6500000,566736,104,"Horror, Thriller",1981
Kill Theory,Kill Theory,en,2009-10-07,7,101,5,6000000,397941,82,"Horror, Mystery, Thriller",2009
Prophecy,Prophecy,en,1980-02-02,7,96,5,12000000,54000000,102,"Horror, Science Fiction",1980
DeepStar Six,DeepStar Six,en,1989-01-13,7,208,5,8000000,8143225,105,"Action, Horror, Science Fiction, Thriller",1989
"The Beast from 20,000 Fathoms","The Beast from 20,000 Fathoms",en,1953-06-13,7,142,6,210000,5000000,80,"Drama, Horror, Science Fiction",1953
Vamp,Vamp,en,1986-07-18,7,121,6,3300000,4941117,93,"Comedy, Horror",1986
Bad Dreams,Bad Dreams,en,1988-04-08,7,79,5,4000000,9797098,86,"Horror, Thriller",1988
Highway to Hell,Highway to Hell,en,1991-11-21,7,81,6,9000000,26055,94,"Action, Comedy, Fantasy, Horror",1991
Dead Heat,Dead Heat,en,1988-05-06,7,140,6,5000000,3588626,86,"Action, Horror, Science Fiction, Thriller",1988
Freaked,Freaked,en,1993-09-11,7,113,6,13000000,29296,80,"Comedy, Horror, Science Fiction",1993
Córki dancingu,The Lure,pl,2015-12-25,7,192,6,1300000,102986,93,"Fantasy, Horror, Music",2015
Roadgames,Roadgames,en,1981-02-27,7,117,6,1750000,100000,101,"Horror, Mystery, Thriller",1981
Kingdom of the Spiders,Kingdom of the Spiders,en,1977-08-24,7,90,5,500000,17000000,97,"Horror, Science Fiction",1977
Balada triste de trompeta,The Last Circus,es,2010-12-17,7,336,6,7000000,3604598,101,"Adventure, Comedy, Drama, Horror, Thriller",2010
Phantasm II,Phantasm II,en,1988-07-08,7,257,6,3000000,7282851,97,"Action, Horror, Science Fiction, Thriller",1988
Wolfen,Wolfen,en,1981-07-24,7,166,5,17000000,10626725,115,"Horror, Mystery",1981
Strangeland,Strangeland,en,1998-10-02,7,99,4,1100000,631221,86,Horror,1998
Final Exam,Final Exam,en,1981-06-05,7,77,4,374000,3000000,90,Horror,1981
