original_title,title,original_language,release_date,popularity,vote_count,vote_average,budget,revenue,runtime,genre_names,release_year
Red Dragon,Red Dragon,en,2002-10-02,6.313,3538.0,7.0,78000000.0,209196298.0,124.0,"Horror, Thriller",2002
Man's Best Friend,Man's Best Friend,en,1993-11-19,6.19,85.0,5.5,6000000.0,12974636.0,97.0,"Comedy, Horror, Science Fiction, Thriller",1993
Savages Crossing,Savages Crossing,en,2011-05-11,6.165,10.0,3.7,200000.0,30000.0,97.0,"Horror, Thriller",2011
Atroz,Atrocious,es,2015-10-28,6.148,53.0,5.9,7000.0,74.0,79.0,Horror,2015
Beneath the Darkness,Beneath the Darkness,en,2012-01-06,6.126,122.0,4.8,7300000.0,23998.0,96.0,"Horror, Thriller",2012
Il cartaio,The Card Player,it,2004-01-02,6.125,184.0,4.4,2600000.0,3368452.0,103.0,"Horror, Mystery, Thriller",2004
The Pit and the Pendulum,The Pit and the Pendulum,en,1961-08-12,6.122,249.0,6.9,200000.0,2000000.0,80.0,"Horror, Mystery, Thriller",1961
Dylan Dog: Dead of Night,Dylan Dog: Dead of Night,en,2011-03-16,6.031,431.0,4.7,20000000.0,4634062.0,107.0,"Action, Comedy, Horror, Mystery, Science Fiction, Thriller",2011
The Last Broadcast,The Last Broadcast,en,1998-10-23,5.837,80.0,5.1,900.0,12097.0,86.0,"Horror, Mystery",1998
The Island,The Island,en,1980-06-13,5.824,64.0,5.2,22000000.0,15700000.0,114.0,"Action, Adventure, Horror, Mystery, Thriller",1980
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,en,1953-08-01,5.817,57.0,6.6,724805.0,1200000.0,76.0,"Comedy, Horror, Science Fiction",1953
Creature,Creature,en,2011-09-09,5.798,71.0,5.2,3000000.0,533235.0,93.0,Horror,2011
Incident at Loch Ness,Incident at Loch Ness,en,2004-12-17,5.784,67.0,5.8,1400000.0,37493.0,94.0,"Adventure, Comedy, Horror",2004
여고괴담 5: 동반자살,A Blood Pledge,ko,2009-06-18,5.731,42.0,5.4,125000.0,3470000.0,88.0,"Drama, Horror, Mystery",2009
House of Usher,House of Usher,en,1960-06-22,5.681,213.0,6.6,270000.0,1450000.0,79.0,"Drama, Horror",1960
The Killer Shrews,The Killer Shrews,en,1959-06-25,5.652,63.0,4.4,123000.0,1000000.0,69.0,"Horror, Science Fiction",1959
Antikörper,Antibodies,de,2005-04-24,5.648,129.0,6.8,1900000.0,891133.0,127.0,"Crime, Drama, Horror, Thriller",2005
Komodo,Komodo,en,1999-07-04,5.454,71.0,5.2,10340000.0,207496.0,89.0,"Adventure, Horror, Thriller",1999
口裂け女,A Slit-Mouthed Woman,ja,2007-03-16,5.422,90.0,6.0,34600000.0,45900000.0,90.0,Horror,2007
The Damned,The Damned,en,2013-10-17,5.422,216.0,5.6,3000000.0,5758519.0,87.0,"Horror, Mystery, Thriller",2013
It's Alive,It's Alive,en,2008-09-10,5.401,49.0,4.2,10000000.0,15500000.0,80.0,"Horror, Science Fiction",2008
The Legacy,The Legacy,en,1978-09-01,5.361,48.0,5.3,2500000.0,11364985.0,102.0,Horror,1978
Slumber Party Massacre III,Slumber Party Massacre III,en,1990-09-07,5.31,66.0,5.0,350000.0,1242995.0,87.0,"Comedy, Horror",1990
Carnosaur,Carnosaur,en,1993-05-21,5.196,78.0,4.2,1000000.0,1753979.0,83.0,"Horror, Science Fiction",1993
Witchboard,Witchboard,en,1986-12-31,5.132,145.0,5.9,2000000.0,7369373.0,98.0,"Horror, Mystery, Thriller",1986
I Was a Teenage Werewolf,I Was a Teenage Werewolf,en,1957-06-19,5.125,35.0,4.8,82000.0,2000000.0,76.0,"Drama, Fantasy, Horror, Science Fiction",1957
Ghost in the Machine,Ghost in the Machine,en,1993-12-20,5.069,55.0,4.6,12000000.0,5086909.0,104.0,"Horror, Science Fiction, Thriller",1993
From a Whisper to a Scream,From a Whisper to a Scream,en,1987-09-25,5.029,62.0,5.8,1100000.0,1400000.0,99.0,"Comedy, Horror",1987
Macabre,Macabre,en,1958-10-01,5.019,34.0,6.0,90000.0,5000000.0,72.0,"Crime, Horror, Mystery, Thriller",1958
Skjult,Hidden,no,2009-03-04,4.989,56.0,5.7,2215773.0,1489526.0,95.0,"Horror, Thriller",2009
Eyes of a Stranger,Eyes of a Stranger,en,1981-02-11,4.934,46.0,6.0,800000.0,1118634.0,84.0,"Horror, Thriller",1981
Robot Monster,Robot Monster,en,1953-06-25,4.836,64.0,3.9,16000.0,1000000.0,66.0,"Horror, Science Fiction",1953
Dashcam,Dashcam,en,2022-06-03,4.693,34.0,5.1,100000.0,58156.0,80.0,"Horror, Thriller",2022
Moscow Zero,Moscow Zero,en,2006-11-05,4.653,24.0,3.7,10000000.0,62500.0,82.0,"Action, Drama, Horror",2006
Redd Inc.,Redd Inc.,en,2012-11-03,4.617,67.0,5.8,500000.0,1000000.0,93.0,"Comedy, Horror, Thriller",2012
C.H.U.D. II: Bud the Chud,C.H.U.D. II: Bud the Chud,en,1989-05-05,4.576,55.0,4.3,49200000.0,62405000.0,85.0,"Comedy, Horror, Science Fiction",1989
Dixie y la rebelión zombi,"Mummy, I'm a Zombie",es,2014-10-06,4.55,36.0,7.2,64319.0,1000000.0,88.0,"Animation, Fantasy, Horror",2014
The League of Gentlemen's Apocalypse,The League of Gentlemen's Apocalypse,en,2005-06-03,4.508,50.0,6.8,5600000.0,2424174.0,87.0,"Comedy, Horror",2005
Not of This Earth,Not of This Earth,en,1988-05-20,4.462,41.0,4.5,210000.0,107352.0,81.0,"Horror, Science Fiction",1988
Poison,Poison,en,1991-04-05,4.435,53.0,6.3,250000.0,609524.0,85.0,"Drama, Horror, Science Fiction",1991
La figlia di Frankenstein,Lady Frankenstein,it,1971-10-22,4.432,39.0,5.0,200000.0,139683000.0,99.0,"Horror, Science Fiction",1971
The Outing,The Outing,en,1987-09-11,4.4,40.0,5.1,2000000.0,1083395.0,87.0,Horror,1987
Rampage,Rampage,en,1987-09-01,4.383,31.0,5.9,7500000.0,796368.0,97.0,"Drama, Horror, Thriller",1987
Die Nacht der lebenden Loser,Night of the Living Dorks,de,2004-11-03,4.171,65.0,5.4,4410000.0,2107861.0,90.0,"Comedy, Horror",2004
The Legend of Boggy Creek,The Legend of Boggy Creek,en,1972-08-01,4.14,48.0,5.0,160000.0,22000000.0,87.0,"Drama, Horror, Mystery",1972
Eegah,Eegah,en,1962-06-08,4.126,47.0,2.7,15000.0,3274.0,90.0,Horror,1962
23:59,23:59,zh,2011-11-03,4.104,39.0,4.7,600000.0,1208479.0,78.0,Horror,2011
Repentance,Repentance,en,2014-02-28,4.088,52.0,5.0,5000000.0,1189612.0,90.0,"Horror, Thriller",2014
Malefique,Maléfique,fr,2003-05-07,4.063,78.0,5.9,1500000.0,398016.0,90.0,"Fantasy, Horror, Mystery",2003
Escalofrío,Satan's Blood,es,1978-08-12,4.057,28.0,6.2,175000.0,594947.0,82.0,"Horror, Thriller",1978
Treehouse,Treehouse,en,2014-10-20,4.035,61.0,4.2,3250000.0,3250000.0,96.0,"Horror, Mystery, Thriller",2014
"Count Yorga, Vampire","Count Yorga, Vampire",en,1970-06-10,4.009,38.0,5.6,64000.0,7000000.0,93.0,Horror,1970
La terza madre,The Mother of Tears,it,2007-09-06,3.958,354.0,4.5,3500000.0,3119957.0,102.0,Horror,2007
Night of the Living Dead 3D,Night of the Living Dead 3D,en,2006-11-10,3.892,41.0,4.1,3000000.0,1449945.0,80.0,Horror,2006
House of Good and Evil,House of Good and Evil,en,2013-04-26,3.882,35.0,4.5,150000.0,560000.0,108.0,"Horror, Thriller",2013
The Afflicted,The Afflicted,en,2011-10-22,3.781,26.0,5.2,180000.0,175742.0,85.0,"Horror, Thriller",2011
Beware! The Blob,Beware! The Blob,en,1972-06-21,3.701,49.0,4.9,150000.0,102433.0,87.0,"Comedy, Horror, Science Fiction",1972
गो गोआ गॉन,Go Goa Gone,hi,2013-05-10,3.602,82.0,5.7,2700000.0,5400000.0,111.0,"Comedy, Horror",2013
Пиковая дама: Черный обряд,Queen of Spades: The Dark Rite,ru,2015-09-10,3.595,57.0,5.3,1000000.0,2228115.0,94.0,Horror,2015
എസ്ര,Ezra,ml,2017-02-10,3.586,29.0,5.9,1500000.0,7800000.0,147.0,"Horror, Thriller",2017
राज़ : दि मिस्ट्री कन्टिन्युज,Raaz: The Mystery Continues...,hi,2009-01-23,3.439,30.0,5.8,6250000.0,8000000.0,137.0,"Horror, Mystery",2009
టాక్సీవాలా,Taxiwala,te,2018-06-01,3.412,21.0,6.1,1000000.0,100000000.0,150.0,"Comedy, Horror, Thriller",2018
The Omega Code,The Omega Code,en,1999-10-15,3.373,40.0,4.5,7200000.0,12600000.0,100.0,"Horror, Thriller",1999
The Marsh,The Marsh,en,2006-05-18,3.362,51.0,5.0,9000000.0,2429573.0,92.0,"Horror, Mystery, Thriller",2006
La lengua asesina,Killer Tongue,es,1996-11-15,3.306,29.0,5.3,4000000.0,219449.0,98.0,"Comedy, Horror, Science Fiction",1996
Vulgar,Vulgar,en,2002-04-26,3.296,42.0,5.4,120000.0,14904.0,87.0,"Crime, Drama, Horror, Thriller",2002
変態家族 新妻淫乱責め,Semen Demon,ja,2005-07-29,3.282,11.0,6.1,10000.0,1000000.0,56.0,"Fantasy, Horror",2005
Cameron's Closet,Cameron's Closet,en,1988-12-02,3.271,27.0,4.8,7000000.0,136203.0,87.0,Horror,1988
राज़ 3,Raaz 3,hi,2012-09-07,3.15,26.0,5.4,3600000.0,14000000.0,139.0,"Horror, Thriller",2012
Queen of Blood,Queen of Blood,en,1966-03-01,3.136,29.0,5.7,65000.0,1730000.0,81.0,"Horror, Science Fiction",1966
परी,Pari,hi,2018-03-02,3.136,34.0,6.7,2600000.0,6000000.0,135.0,"Fantasy, Horror, Mystery",2018
Apartment Zero,Apartment Zero,en,1989-09-02,2.983,38.0,6.7,4000000.0,670774.0,124.0,"Drama, Horror, Thriller",1989
Le Pharmacien de garde,The Pharmacist,fr,2003-01-15,2.908,10.0,5.7,7750000.0,1372469.0,84.0,"Crime, Drama, Horror",2003
भूत,Bhoot,hi,2003-05-30,2.896,20.0,6.0,2700000.0,9600000.0,113.0,Horror,2003
Cruel World,Cruel World,en,2005-09-01,2.874,16.0,4.6,2000000.0,16344.0,88.0,"Comedy, Horror, Thriller",2005
Meet the Applegates,Meet the Applegates,en,1990-11-08,2.87,24.0,5.5,5000000.0,485772.0,90.0,"Comedy, Fantasy, Horror",1990
Resident Evil: The Final Chapter,Resident Evil: The Final Chapter,en,2016-12-23,2.844,2642.0,6.1,40000000.0,312242626.0,107.0,"Action, Horror, Science Fiction",2016
Not of This Earth,Not of This Earth,en,1957-02-10,2.742,42.0,5.7,100000.0,1000000.0,67.0,"Horror, Science Fiction",1957
பீட்சா,Pizza,ta,2012-10-19,2.73,48.0,6.7,240000.0,2800000.0,127.0,"Comedy, Horror, Romance, Thriller",2012
Acts of Death,Acts of Death,en,2007-06-30,2.717,8.0,3.5,6.0,7.0,103.0,Horror,2007
Bad Ben,Bad Ben,en,2016-10-05,2.676,5.0,6.7,300.0,110000.0,86.0,"Comedy, Horror",2016
అరుంధతి,Arundhati,te,2009-01-16,2.52,21.0,6.7,2915739.0,14000000.0,132.0,"Fantasy, Horror, Thriller",2009
October Moon,October Moon,en,2005-09-29,2.365,6.0,3.8,13000.0,40000.0,112.0,"Drama, Horror, Romance, Thriller",2005
RangiTaranga,RangiTaranga,kn,2015-07-03,2.356,17.0,7.5,490000.0,5000000.0,149.0,"Horror, Mystery, Thriller",2015
Edison & Leo,Edison And Leo,en,2008-09-04,2.295,6.0,7.1,10000000.0,1000000.0,79.0,"Adventure, Animation, Comedy, Fantasy, Horror, Romance",2008
The Black Room,The Black Room,en,1982-12-09,2.291,8.0,4.0,250000.0,2160000.0,88.0,"Horror, Thriller",1982
The Warning,The Warning,en,2012-12-21,2.223,12.0,3.5,500000.0,500000.0,79.0,Horror,2012
Araromire,The Figurine: Araromire,en,2009-10-02,2.159,11.0,4.2,300000.0,200000.0,122.0,"Drama, Horror, Mystery",2009
Dabbe 2,D@bbe 2,tr,2009-12-24,2.157,12.0,2.0,600.0,3.0,81.0,"Horror, Mystery",2009
एक थी डायन,Ek Thi Daayan,hi,2013-04-18,2.062,21.0,5.5,3500000.0,6500000.0,135.0,"Horror, Romance, Thriller",2013
Resident Evil: Afterlife,Resident Evil: Afterlife,en,2010-09-09,1.916,3274.0,6.1,60000000.0,300228084.0,97.0,"Action, Adventure, Horror, Science Fiction",2010
Block Z,Block Z,tl,2020-01-29,1.912,7.0,7.7,646955.0,709452.0,101.0,"Action, Horror, Thriller",2020
Lost Place,Lost Place,de,2013-09-19,1.908,13.0,4.7,5200000.0,159828.0,101.0,"Horror, Mystery, Thriller",2013
Midget Zombie Takeover,Midget Zombie Takeover,en,2013-02-08,1.908,3.0,5.3,2000.0,10604.0,73.0,"Comedy, Horror",2013
Tuno Negro,Black Serenade,de,2001-07-19,1.905,20.0,5.3,3000000.0,3098924.0,110.0,"Drama, Horror, Thriller",2001
Deadlands 2: Trapped,Deadlands 2: Trapped,en,2008-10-27,1.88,8.0,6.5,5800.0,2950.0,85.0,"Horror, Science Fiction, Thriller",2008
The House of Usher,The House of Usher,en,2007-09-11,1.863,16.0,4.7,130000.0,1677.0,80.0,"Drama, Horror, Thriller",2007
फूँक,Phoonk,hi,2008-08-22,1.789,11.0,2.8,750000.0,2760000.0,179.0,"Drama, Horror, Mystery",2008
폐가,The Haunted House Project,ko,2010-08-19,1.785,9.0,4.2,300000.0,83322.0,84.0,"Horror, Mystery",2010
Bunker of the Dead,Bunker of the Dead,de,2016-02-18,1.73,24.0,4.5,30000.0,10147.0,76.0,"Action, Comedy, Horror",2016
भूत रिटर्न्स,Bhoot Returns,hi,2012-10-11,1.603,4.0,3.0,750000.0,890000.0,73.0,Horror,2012
Zombadings 1: Patayin sa Shokot si Remington,Zombadings 1: Patayin sa Shokot si Remington,tl,2011-08-31,1.599,12.0,5.1,22361.0,721651.0,96.0,"Comedy, Horror",2011
Bad Ben: The Mandela Effect,Bad Ben: The Mandela Effect,en,2018-06-18,1.586,4.0,5.1,300.0,110000.0,67.0,"Comedy, Horror",2018
Haunted,Haunted,en,2013-03-31,1.57,8.0,5.4,15000.0,45000.0,93.0,Horror,2013
Creature 3D,Creature 3D,hi,2014-09-12,1.545,9.0,3.9,33000000.0,42000000.0,134.0,"Horror, Science Fiction",2014
妄想,Diary,cn,2006-10-26,1.531,21.0,6.1,2576871.0,749981.0,85.0,"Horror, Thriller",2006
Crazy Bitches,Crazy Bitches,en,2014-06-26,1.522,16.0,4.1,3.0,2.0,100.0,"Comedy, Horror",2014
The Dead Walk,The Dead Walk,en,2008-06-06,1.504,2.0,2.0,50000.0,1200000.0,90.0,Horror,2008
Tiktik: The Aswang Chronicles,Tiktik: The Aswang Chronicles,tl,2012-10-16,1.492,4.0,5.8,1791280.0,2035311.0,102.0,"Comedy, Fantasy, Horror",2012
A Polish Vampire in Burbank,A Polish Vampire in Burbank,en,1983-10-31,1.49,6.0,5.7,3000.0,500000.0,84.0,"Comedy, Horror",1983
Auto Shop of Horrors,Auto Shop of Horrors,en,2016-10-26,1.482,1.0,10.0,1200.0,4300.0,86.0,"Comedy, Horror",2016
The Naked Witch,The Naked Witch,en,1964-01-01,1.476,13.0,3.1,8000.0,80000.0,59.0,"Horror, Thriller",1964
Time of Her Life,Time of Her Life,en,2006-03-03,1.415,9.0,6.7,100000.0,75000.0,96.0,"Fantasy, Horror, Mystery, Romance",2006
Messengers,Messengers,en,2004-06-27,1.4,1.0,5.0,200000000.0,5224221.0,96.0,"Drama, Horror, Science Fiction",2004
Dindon Sauvage (La dinde noire),Dindon Sauvage (La dinde noire),fr,2016-04-01,1.4,1.0,10.0,1.0,720.0,2.0,Horror,2016
Lynch Mob,Lynch Mob,en,2009-09-18,1.386,2.0,2.0,365000.0,40.0,99.0,"Crime, Horror, Thriller",2009
The Worst Movie Ever!,The Worst Movie Ever!,en,2011-07-08,1.335,3.0,9.0,1100.0,25206.0,76.0,"Action, Comedy, Drama, Horror, Music, Science Fiction",2011
Evidence of a Haunting,Evidence of a Haunting,en,2010-11-10,1.334,7.0,3.6,25000.0,54474.0,81.0,Horror,2010
El Mecánico,The Car Mechanic,es,2019-11-03,1.301,2.0,8.0,25.0,10.0,2.0,"Horror, Mystery, Thriller",2019
பிசாசு,Pisaasu,ta,2014-12-19,1.237,26.0,6.7,310000.0,1200000.0,114.0,"Drama, Horror, Thriller",2014
Tequila Body Shots,Tequila Body Shots,en,1999-05-07,1.204,6.0,3.7,1700000.0,9037000.0,93.0,"Comedy, Horror, Thriller",1999
Munafik,Munafik,ms,2016-02-25,1.199,16.0,6.6,393894.0,1058591.0,98.0,Horror,2016
Zombie Brigade,Zombie Brigade,en,1986-05-22,1.173,7.0,2.5,10.0,15.0,92.0,"Action, Comedy, Horror",1986
Pizza 2: Villa,Pizza 2: Villa,ta,2013-11-14,1.172,8.0,5.7,970000.0,2800000.0,102.0,"Horror, Thriller",2013
Deadlands: The Rising,Deadlands: The Rising,en,2006-10-23,1.17,7.0,2.9,10847.0,2025.0,64.0,"Action, Adventure, Horror, Thriller",2006
Revelation,Revelation,en,1999-05-07,1.143,6.0,2.7,1500000.0,206626.0,98.0,"Action, Horror, Thriller",1999
Blood Pi,Blood Pi,en,2020-10-24,1.142,2.0,5.5,120000.0,70.0,91.0,Horror,2020
The Dark Days of Demetrius,The Dark Days of Demetrius,en,2019-09-23,1.136,1.0,8.0,10000.0,100000.0,60.0,Horror,2019
The House on Devils Road,Hell House,en,2008-07-25,1.117,4.0,5.9,50000.0,123000.0,77.0,"Drama, Horror",2008
Monster from the Ocean Floor,Monster from the Ocean Floor,en,1954-05-21,1.094,7.0,3.6,12000.0,117000.0,64.0,"Horror, Science Fiction",1954
Sevimli Frankestayn,My Friend Frankenstein,tr,1975-01-01,1.08,3.0,6.3,55000.0,100000.0,80.0,"Comedy, Horror, Science Fiction",1975
ล่า-ท้า-ผี,Ghost Game,th,2006-04-20,1.015,6.0,5.2,20000.0,71896.0,100.0,"Horror, Mystery, Thriller",2006
ผีไม้จิ้มฟัน,Vow of Death,th,2007-03-14,0.932,3.0,4.0,1100000.0,560000.0,98.0,"Comedy, Horror",2007
Rocky Horror Remade,Rocky Horror Remade,en,2020-11-13,0.905,1.0,10.0,1.0,1.0,95.0,"Animation, Comedy, Horror, Music, Science Fiction",2020
Attack of the Helping Hand!,Attack of the Helping Hand!,en,1979-01-01,0.882,8.0,5.9,1.0,1.0,6.0,"Comedy, Horror",1979
پری,Pari,ur,2018-02-02,0.75,5.0,4.8,142575.0,12397.0,112.0,Horror,2018
Coulrophobia,Coulrophobia,en,2015-05-31,0.667,1.0,7.5,750.0,400.0,25.0,Horror,2015
The Woman In White,The Woman In White,en,2021-04-27,0.655,1.0,10.0,94.0,67.0,13.0,"Horror, Mystery, Thriller",2021
Manhunter,Manhunter,en,1986-08-14,0.6,1025.0,7.0,15000000.0,8620929.0,120.0,"Crime, Horror, Thriller",1986
អាប,Lady Vampire,km,2004-08-24,0.6,4.0,5.0,9000.0,1000000.0,120.0,Horror,2004
Reincarnation,Reincarnation,ja,2004-01-01,0.6,2.0,6.0,100000.0,4274679.0,95.0,"Fantasy, Horror",2004
The 13th Alley,The 13th Alley,en,2008-06-13,0.6,1.0,1.0,150.0,250.0,80.0,Horror,2008
Scherzi - Il film,Scherzi - Il film,en,2014-06-08,0.6,2.0,4.8,2700.0,450.0,96.0,"Horror, Mystery, Thriller",2014
Freaky Night,Freaky Night,en,2012-02-20,0.6,1.0,4.5,500.0,1000.0,15.0,Horror,2012
Edward Lee's the Bighead,Edward Lee's the Bighead,en,2013-09-23,0.6,2.0,5.0,45000.0,100000.0,24.0,Horror,2013
Sinistre,Sinistre,en,1994-04-25,0.6,2.0,7.5,10000.0,10000.0,73.0,Horror,1994
esias,esias,en,2016-11-07,0.6,2.0,10.0,20.0,1.0,8.0,"Horror, Mystery, Thriller, War",2016
Thanatophobia,Thanatophobia,en,2017-05-23,0.6,1.0,10.0,5.0,300.0,10.0,"Horror, Thriller",2017
Shob Bhooturey,Shob Bhooturey,bn,2017-09-08,0.6,2.0,8.0,250000.0,225000.0,108.0,Horror,2017
Whistle,Whistle,en,2015-09-01,0.6,1.0,8.0,25.0,25.0,3.0,"Crime, Fantasy, Horror, Thriller",2015
Serial Rabbit V: The Epic Hunt,Serial Rabbit V: The Epic Hunt,en,2017-12-28,0.6,1.0,8.0,12000.0,24000.0,113.0,"Comedy, Horror",2017
Ardin and Barray: A Found Footage Story,Ardin and Barray: A Found Footage Story,en,2018-05-12,0.6,1.0,10.0,15.0,30.0,5.0,"Comedy, Horror",2018
After Hours,After Hours,en,2015-04-25,0.6,1.0,6.0,15.0,175.0,3.0,Horror,2015
Afflatus,Afflatus,en,2019-07-27,0.6,2.0,10.0,748.0,850.0,59.0,"Horror, Mystery",2019
Hello,Hello,en,2019-09-04,0.6,2.0,4.0,700.0,45.0,8.0,Horror,2019
Eden,Eden,en,2019-10-27,0.6,2.0,8.5,500.0,1000.0,6.0,Horror,2019
Imitation,Imitation,en,2020-03-05,0.6,4.0,7.6,5000.0,100.0,4.0,"Action, Crime, Horror, Mystery, Science Fiction, Thriller",2020
L'Attache,The Attachment,fr,2019-07-16,0.6,1.0,9.0,50.0,100.0,9.0,"Drama, Horror",2019
FANATICO,FANATICO,en,2019-04-05,0.6,1.0,6.0,1500.0,500.0,18.0,Horror,2019
Cabeza Perdida,Cabeza Perdida,es,2020-12-24,0.6,2.0,8.0,50.0,50.0,16.0,Horror,2020
Moon Men,Moon Men,en,2017-01-02,0.6,2.0,10.0,3.0,550.0,148.0,"Action, Adventure, Comedy, Documentary, Horror, Science Fiction, Thriller",2017
Hitched,Hitched,en,2020-11-20,0.6,1.0,8.0,50.0,50.0,14.0,"Horror, Romance, Thriller",2020
Cult Affairs,Cult Affairs,en,2021-02-20,0.6,1.0,10.0,2500.0,6500.0,6.0,Horror,2021
At the Mountains of Madness,At the Mountains of Madness,en,2021-07-27,0.6,1.0,10.0,2000.0,12000.0,69.0,Horror,2021
Dante's Shadow of Sin,Dante's Shadow of Sin,en,2021-10-16,0.6,1.0,5.0,50.0,50.0,75.0,Horror,2021
یکشنبه 9م,Sunday The 9th,en,2021-10-31,0.6,1.0,10.0,100.0,100.0,13.0,"Fantasy, Horror, Thriller",2021
Hiraeth,Hiraeth,de,2021-11-21,0.6,2.0,10.0,1465.0,204.0,13.0,"Horror, Mystery",2021
The Abandoned School,The Abandoned School,en,2014-05-18,0.6,1.0,10.0,5.0,10.0,5.0,"Horror, Thriller",2014
Privacy Breach,Privacy Breach,en,2020-10-31,0.6,2.0,10.0,10.0,1.0,3.0,"Action, Adventure, Crime, Drama, Horror, Mystery, Romance, Science Fiction, Thriller",2020
Guinness Guru,Guinness Guru,en,2022-01-22,0.6,1.0,10.0,12000000.0,342322.0,40.0,"Comedy, Drama, Horror, Thriller",2022
It Ends With A Knife,It Ends With A Knife,en,2020-06-19,0.6,1.0,10.0,10000.0,10000.0,90.0,Horror,2020
A Couple Of Regular Fellas 2,A Couple Of Regular Fellas 2,en,2022-04-24,0.6,1.0,10.0,12.0,1.0,40.0,"Action, Comedy, Horror, Thriller",2022
Dead Vision,Dead Vision,en,2021-08-25,0.6,1.0,10.0,1500.0,1000.0,60.0,"Comedy, Horror",2021
Willowpede,Willowpede,en,2020-01-03,0.6,3.0,10.0,5000.0,500.0,11.0,Horror,2020
I,I,en,2021-09-09,0.6,1.0,10.0,1.0,2.0,1.0,"Horror, Mystery",2021
II,II,en,2021-09-09,0.6,1.0,10.0,1.0,2.0,2.0,"Horror, Mystery",2021
III,III,en,2021-11-02,0.6,1.0,10.0,1.0,3.0,3.0,"Horror, Mystery",2021
