registration_number,postal_code,transaction_value,transaction_date,built_area
11140301763.0,03807-100,260000,2022-10-19,55
16030800093.0,05396-316,1000000,2022-10-13,315
18720700147.0,05208-090,150000,2022-10-20,20
17616403351.0,04847-900,260000,2022-10-24,52
6008300629.0,03733-160,550000,2022-10-24,150
19903600568.0,05108-070,480000,2022-10-17,120
11310700655.0,03534-140,379000,2022-10-18,78
5803900710.0,03542-000,443928,2022-10-20,76
12125902434.0,04459-000,410000,2022-10-11,61
7218400930.0,02431-100,415000,2022-10-19,129
8115400300.0,05445-001,2600000,2022-10-07,470
14609400161.0,03585-030,460000,2022-10-24,185
13915900388.0,08245-010,97000,2022-10-26,104
8624700205.0,04615-004,1150000,2022-10-14,120
10145900087.0,05612-060,4500000,2022-10-13,596
18005600241.0,05878-100,130000,2022-10-25,30
11831700750.0,03236-000,493000,2022-10-13,97
9021801302.0,04649-000,1360000,2022-10-17,330
13432901436.0,08122-270,265000,2022-10-25,105
8811200156.0,04737-001,2950000,2022-10-25,280
11623200635.0,03470-050,570000,2022-10-18,137
16033500228.0,05396-260,870000,2022-10-24,140
14415400621.0,08270-095,270000,2022-10-21,84
1004800460.0,01308-020,2988000,2022-10-28,90
18312101488.0,05782-370,450000,2022-10-24,81
8561000163.0,04564-090,623000,2022-10-17,106
11357000447.0,03668-000,380000,2022-10-20,85
18312400698.0,05782-370,580000,2022-10-21,90
14516700610.0,08275-545,308000,2022-10-24,118
6213801375.0,03064-000,340000,2022-10-18,56
17425000181.0,04851-090,249856,2022-10-24,150
11302200452.0,03551-040,550000,2022-10-26,131
16710200281.0,05882-140,105000,2022-10-26,40
14511901049.0,08275-110,500000,2022-10-24,132
2700301218.0,03054-040,200000,2022-10-25,80
16016600244.0,05372-075,430000,2022-10-25,190
2103401034.0,05005-020,1275000,2022-10-27,100
10818200773.0,02631-000,550000,2022-10-19,240
2103401042.0,05005-020,1275000,2022-10-27,100
26702900404.0,04858-240,150000,2022-10-31,40
5018800178.0,04240-000,585000,2022-10-21,160
14513100841.0,08275-240,379000,2022-10-25,140
30010700381.0,05679-165,2100000,2022-10-26,363
12210000441.0,05847-460,390000,2022-10-25,77
30008700221.0,05691-030,1800000,2022-10-20,300
11504200224.0,08450-325,210000,2022-10-26,124
11108000737.0,03891-050,250000,2022-10-24,45
11206801084.0,08080-600,510000,2022-10-19,113
19809000633.0,02352-020,210000,2022-10-25,60
11411601296.0,08295-370,185500,2022-10-25,74
11649700406.0,03462-090,400000,2022-10-25,84
10505000422.0,05159-130,588000,2022-10-19,76
14504600365.0,08280-460,240000,2022-10-25,61
22806900644.0,02325-060,112950,2022-10-26,30
4913901346.0,04164-010,461189,2022-10-28,148
5306600719.0,03373-080,450000,2022-10-26,162
11503100102.0,08451-010,650000,2022-10-31,52
15919900236.0,05527-150,300000,2022-10-19,62
7006400651.0,02311-130,750000,2022-10-19,121
17211900813.0,04410-080,294000,2022-10-25,60
18901800720.0,02993-100,290000,2022-10-26,103
18300601154.0,05795-280,200000,2022-10-26,126
14726600061.0,03570-200,232000,2022-10-26,55
2900200997.0,03014-000,320000,2022-10-26,78
11736100741.0,03279-060,420000,2022-10-26,138
6900901001.0,02303-070,463000,2022-10-27,91
7838800420.0,05143-000,420000,2022-10-26,160
19601801757.0,03015-000,225000,2022-10-26,180
13037500483.0,03729-000,600000,2022-10-28,160
8817018775.0,04671-090,1260000,2022-10-19,171
10907201201.0,02373-110,1000000,2022-10-24,258
23201200431.0,08270-460,390000,2022-10-27,70
17316900694.0,04474-180,300000,2022-11-03,72
21402100203.0,02998-050,260000,2022-10-26,54
5718100721.0,03520-050,280000,2022-10-28,42
16027100027.0,05382-010,85000,2022-10-28,110
20110502165.0,05547-030,780000,2022-10-31,142
14606300336.0,03582-040,550000,2022-09-30,186
16027500300.0,05376-050,390000,2022-10-28,182
10206802217.0,03273-200,350000,2022-10-28,130
21402102281.0,02998-050,330000,2022-10-24,115
17427900171.0,04855-310,80000,2022-10-27,35
9542300115.0,04802-060,855000,2022-10-28,149
8100500411.0,05454-100,4903510,2022-10-28,210
17523202399.0,04822-140,500000,2022-10-28,140
9521900180.0,04783-080,900000,2022-11-03,169
9040101175.0,04676-110,420000,2022-10-28,144
14602900630.0,03578-180,477000,2022-10-28,84
11930801202.0,04176-070,450000,2022-10-28,172
17616402495.0,04847-900,84000,2022-10-11,53
17126706943.0,05634-001,1900000,2022-10-25,137
11034400354.0,03670-000,800000,2022-10-28,400
5514402754.0,03422-001,877000,2022-10-21,102
11502600802.0,08452-250,35000,2022-10-28,44
11048703230.0,03737-000,278000,2022-10-25,61
11269700625.0,08030-500,202000,2022-11-04,62
10147500221.0,05610-020,1980000,2022-10-31,555
17126706821.0,05634-001,1870000,2022-10-24,137
8611700015.0,04620-002,1498500,2022-10-21,320
13805801407.0,08246-081,252000,2022-10-31,49
12416700293.0,05171-010,35000,2022-10-29,83
31005100796.0,04316-110,600000,2022-10-31,102
14724600968.0,03571-020,256000,2022-10-31,120
8813201230.0,04739-060,2700000,2022-10-31,340
11278401031.0,08080-230,280000,2022-10-26,130
7103702349.0,02422-110,400000,2022-10-31,130
14404500407.0,08290-005,280000,2022-10-20,78
11301300518.0,03550-020,335000,2022-09-29,41
15523002150.0,03220-900,250000,2022-09-26,91
15120001970.0,08331-130,200000,2022-11-04,110
6820506228.0,02078-050,350000,2022-10-31,114
21402100890.0,02998-050,182070,2022-11-03,54
6717800968.0,02255-050,450000,2022-10-31,176
8819301016.0,04748-060,5100000,2022-11-01,551
16017800670.0,05376-120,370000,2022-10-25,140
10511600479.0,05174-220,700000,2022-10-26,208
5709000876.0,03512-010,580000,2022-10-25,97
13114300226.0,08071-050,110000,2022-10-24,100
8809000641.0,04735-002,2550000,2022-10-27,253
15027500202.0,03964-030,380000,2022-10-27,65
5514402622.0,03422-001,500000,2022-10-25,72
6014800956.0,03610-010,600000,2022-10-27,126
23203000375.0,08270-590,330000,2022-10-31,72
17127400236.0,05638-010,1000000,2022-10-26,159
15403601121.0,03982-060,190902,2022-11-03,120
11304800589.0,03534-000,385000,2022-10-27,107
16930500371.0,05735-080,442000,2022-10-31,71
20110500014.0,05547-030,790000,2022-10-28,154
15922700420.0,05541-240,400000,2022-10-27,68
9004700056.0,04664-000,1460000,2022-11-01,389
5805600277.0,03543-020,530000,2022-10-28,92
14707400417.0,03578-060,300000,2022-10-27,59
17129500270.0,05745-170,1971336,2022-11-01,761
11313700877.0,03563-000,350000,2022-11-01,109
13600200045.0,08460-260,180000,2022-11-08,72
14201300586.0,03685-040,450000,2022-11-03,116
9424300158.0,04916-000,360000,2022-11-03,150
13502300495.0,08440-545,279000,2022-11-04,160
8953900328.0,04630-010,500000,2022-11-07,123
5300501735.0,03378-050,770000,2022-10-31,135
11257501207.0,08060-410,200000,2022-10-28,70
26703100134.0,04858-210,17000,2022-11-08,38
16513100525.0,05846-270,330000,2022-11-01,99
15014100790.0,03959-000,225000,2022-10-27,59
15414200601.0,03925-000,60000,2022-11-03,120
11130901121.0,03804-030,225000,2022-10-31,72
17219000315.0,04419-110,300000,2022-11-01,107
16807900405.0,05761-180,515000,2022-10-31,135
19809500441.0,02318-180,500000,2022-10-31,139
17420500109.0,04840-170,240000,2022-10-26,82
16011401979.0,05397-000,120000,2022-11-03,108
18803101501.0,05181-300,72610,2022-11-03,74
15605001441.0,03244-150,250000,2022-11-03,55
17111000292.0,05741-190,475000,2022-11-04,111
13406000079.0,08160-000,330000,2022-11-03,60
6013800456.0,03702-050,715000,2022-11-03,144
8215900631.0,05329-030,676400,2022-11-03,156
11029000602.0,03625-080,380000,2022-11-07,90
11849300258.0,03266-200,460000,2022-11-04,119
9128500415.0,04335-050,230000,2022-11-10,74
30000600080.0,05678-070,2300000,2022-11-08,52
8502200410.0,04704-040,680000,2022-10-25,140
14929600439.0,03946-010,650000,2022-11-07,228
1208300326.0,05018-020,1050000,2022-10-26,100
11848700171.0,03266-160,425000,2022-11-07,85
14415700232.0,08270-170,85000,2022-11-05,116
12312200464.0,05622-050,2190000,2022-11-10,281
11932100082.0,04256-260,750000,2022-10-26,156
9506500193.0,04802-000,1908000,2022-11-04,843
4203100097.0,04120-080,910000,2022-11-04,210
5816502514.0,03545-070,585000,2022-10-26,71
11332901564.0,03667-050,283000,2022-10-25,98
21000400581.0,05186-200,325000,2022-10-31,62
3914600012.0,04114-010,1550000,2022-10-31,282
30306500490.0,03376-060,185000,2022-11-07,162
18904700433.0,02993-070,360000,2022-11-03,98
11422400221.0,08220-750,360000,2022-11-05,173
5538101355.0,03445-030,450000,2022-11-07,110
11725401540.0,03276-017,350000,2022-11-03,126
5811500378.0,03543-090,680000,2022-10-31,201
10206701739.0,03273-105,380000,2022-11-04,82
13417200082.0,08110-300,120000,2022-11-09,66
7851300134.0,05101-200,1730000,2022-11-01,480
12315700468.0,05654-000,1150000,2022-11-04,455
14500801080.0,08285-330,270000,2022-11-11,104
9705000271.0,05302-050,2700000,2022-11-11,366
16026700675.0,05374-050,335000,2022-10-31,90
10714400121.0,02805-140,390000,2022-11-05,100
11022200355.0,03626-000,289000,2022-11-04,55
13110300515.0,03813-060,327487,2022-11-04,127
7213602391.0,02021-010,262383,2022-11-07,111
11408500794.0,08210-100,181297,2022-11-07,77
13808501129.0,08247-025,300000,2022-11-01,103
5104800628.0,03201-060,490000,2022-10-31,89
14500400922.0,08285-065,450000,2022-10-25,297
7848800024.0,05119-090,2640000,2022-11-08,540
12025300475.0,04406-130,120000,2022-11-09,100
19502700227.0,08390-170,60000,2022-11-14,45
12316901033.0,05655-030,4285963,2022-11-11,386
17413100028.0,04840-660,160000,2022-11-09,106
5017600371.0,04240-090,400000,2022-11-07,168
6608401353.0,02278-020,420000,2022-11-03,91
5104000699.0,03146-010,520000,2022-11-10,185
5702401204.0,03503-000,352000,2022-11-07,56
4515600621.0,04061-001,3708000,2022-10-31,473
12312600551.0,05658-020,1300000,2022-11-11,287
6100600471.0,03604-010,380000,2022-11-09,191
11320100261.0,03569-000,320000,2022-11-14,108
17229105160.0,04413-000,120215,2022-11-08,71
21402001620.0,02998-060,480000,2022-11-08,71
2602500550.0,03020-000,450000,2022-10-31,40
3703200091.0,04015-050,800000,2022-10-31,100
11420500359.0,08220-410,240000,2022-11-14,65
17335700190.0,04475-150,160000,2022-11-14,40
15027200527.0,03966-050,35000,2022-11-08,170
14734100631.0,08275-580,400000,2022-11-08,125
11652900291.0,03463-020,610000,2022-11-08,143
8628200398.0,04622-031,1525000,2022-11-10,437
17126707419.0,05634-001,3300000,2022-11-09,249
8809200489.0,04735-001,2800000,2022-11-15,307
14912400288.0,03938-020,239360,2022-11-11,80
11306000547.0,03554-150,500000,2022-11-11,213
14611700622.0,03586-000,292000,2022-11-11,122
14706701197.0,03578-110,424000,2022-09-30,129
7031500257.0,02344-050,1500000,2022-11-07,461
13509700448.0,08431-430,50000,2022-11-11,224
18312001726.0,05782-470,396000,2022-11-08,79
17418000048.0,04840-800,385000,2022-11-10,53
14713000530.0,03579-030,426873,2022-11-04,141
13022100158.0,03758-020,279000,2022-11-09,120
7013802786.0,02408-060,420000,2022-11-14,84
7848700127.0,05119-090,1340000,2022-11-08,360
11400301032.0,08240-590,240000,2022-11-07,63
5526601307.0,03360-040,500000,2022-11-04,135
6014801014.0,03610-010,455000,2022-10-28,126
20110500596.0,05547-030,770000,2022-11-16,154
6802800691.0,02082-020,877000,2022-11-11,202
16522400382.0,05852-440,390000,2022-11-17,100
8405600371.0,05673-040,3027532,2022-11-17,468
17239100961.0,04409-080,295000,2022-11-09,122
11639300103.0,03437-060,398000,2022-11-10,139
18311200482.0,05782-470,850000,2022-10-28,212
11736800077.0,03289-150,350000,2022-11-10,120
17126707486.0,05634-001,1217219,2022-11-17,249
16029900251.0,05396-090,385000,2022-11-14,339
14213400671.0,08220-000,190000,2022-11-10,32
14927500224.0,03945-080,200000,2022-11-17,114
30010800260.0,05679-165,2200000,2022-11-11,261
14017000729.0,08040-475,140000,2022-11-14,160
15012400606.0,03958-000,300000,2022-11-11,191
24602200190.0,08485-110,65000,2022-11-14,24
27401400306.0,04883-150,60000,2022-11-14,71
16029100199.0,05396-220,1180000,2022-11-03,302
18202701030.0,05870-150,260000,2022-11-11,56
9804400251.0,05078-020,1227000,2022-11-07,276
14007400244.0,08235-000,370000,2022-08-17,71
11712400257.0,03389-070,320000,2022-11-14,85
16627600608.0,05849-460,225000,2022-11-11,42
26703000032.0,04858-220,17000,2022-11-17,38
5532901211.0,03443-015,550000,2022-10-31,168
5814300396.0,03514-003,380000,2022-10-31,130
11415500311.0,08285-000,900000,2022-11-18,114
19311801738.0,08141-000,129000,2022-11-16,93
11125001101.0,03801-020,150000,2022-11-14,52
9121800901.0,04375-000,297000,2022-11-16,52
7840201921.0,05128-010,252000,2022-11-19,91
5602400400.0,03505-000,1100000,2022-11-22,128
3502701210.0,01550-000,632000,2022-11-16,118
11151200785.0,03802-005,280000,2022-11-16,69
8721000573.0,04727-030,610000,2022-11-16,96
6820600143.0,02072-002,400000,2022-11-16,290
6749400787.0,02317-270,600000,2022-11-16,120
11004300440.0,03725-130,460000,2022-11-17,97
14202002041.0,03685-010,235000,2022-11-14,51
16832005325.0,05763-913,750000,2022-11-23,160
15522800266.0,03220-300,230000,2022-11-16,100
11410900192.0,08295-320,800000,2022-11-17,180
15315200166.0,03977-570,12500,2022-11-23,160
13308500141.0,08110-620,400000,2022-10-28,139
24508500615.0,08470-350,210000,2022-11-14,20
5914300940.0,03657-000,320000,2022-11-16,58
8606500161.0,04602-007,1500000,2022-11-17,140
16031300590.0,05396-230,940000,2022-11-17,218
8916105161.0,04372-070,110000,2022-11-17,75
5102301969.0,03201-050,87400,2022-11-17,80
16204200711.0,04812-200,345000,2022-11-16,70
13938600534.0,08042-532,250000,2022-11-17,160
27401300131.0,04883-150,105000,2022-11-18,70
11615500536.0,03366-010,670000,2022-11-07,156
11309400351.0,03556-030,285000,2022-11-11,113
6748100321.0,02276-070,440000,2022-11-08,111
16713200043.0,05881-010,120000,2022-11-22,100
19902000060.0,05108-030,525000,2022-11-18,162
7825700694.0,05125-040,950000,2022-11-18,148
15714900226.0,04187-050,550000,2022-11-18,120
9105700507.0,04323-020,525000,2022-11-11,204
12121300472.0,04469-100,390000,2022-11-18,180
16919000384.0,05730-160,153000,2022-11-17,50
10142200238.0,05615-130,1350000,2022-11-18,220
12317100107.0,05655-010,6500000,2022-11-08,782
6812300748.0,02208-000,475000,2022-11-08,111
11612701069.0,03436-040,193000,2022-11-18,62
7831800425.0,05136-360,250000,2022-11-17,72
15605002057.0,03244-150,285000,2022-11-18,55
17703400156.0,04829-290,250000,2022-10-31,60
20110504494.0,05547-030,320050,2022-11-17,209
26302800429.0,04870-035,450000,2022-11-17,70
5111900357.0,03207-000,540000,2022-11-16,119
6661000880.0,02223-010,355000,2022-11-18,63
13013200706.0,03729-250,320000,2022-10-27,62
19302700126.0,08450-530,250000,2022-11-18,121
11347200273.0,03688-080,530000,2022-11-16,135
9527600782.0,04783-170,951000,2022-11-17,288
11107800284.0,03891-030,440000,2022-11-25,190
2802800965.0,03113-080,750000,2022-11-10,117
6710801012.0,02251-002,330000,2022-11-10,43
4529600149.0,04060-009,1081000,2022-11-21,123
20110503293.0,05547-030,550000,2022-11-16,214
7146409384.0,02419-070,470000,2022-11-17,79
30605400188.0,02517-100,1100000,2022-11-10,311
11403300398.0,08210-660,205267,2022-11-18,105
5923206102.0,03735-040,260000,2022-11-18,72
16015502125.0,05374-130,485000,2022-11-18,164
8420900044.0,05608-020,4430000,2022-11-09,551
6012801327.0,03613-010,280000,2022-11-22,80
13810200300.0,08420-210,360000,2022-11-23,114
14603600231.0,03578-220,275000,2022-11-22,80
25800500086.0,04848-120,400000,2022-11-08,60
8906400489.0,04072-000,1100000,2022-11-23,207
18312001531.0,05782-470,266000,2022-11-21,79
12312000317.0,05622-001,545160,2022-11-21,251
12409110516.0,05171-680,500000,2022-11-21,76
10802100251.0,02880-020,320000,2022-11-21,89
21402501135.0,02998-030,440000,2022-11-18,73
5709400610.0,03513-000,667000,2022-11-23,182
11531001644.0,08410-280,300000,2022-11-23,83
13013200838.0,03729-250,350000,2022-11-14,62
17329900035.0,04467-000,550000,2022-11-18,74
11508100372.0,08420-020,350000,2022-11-25,92
17900900445.0,04941-090,440000,2022-11-21,70
12733100512.0,02851-040,60000,2022-11-28,60
7605800614.0,02566-060,435000,2022-11-14,133
11744000246.0,03279-240,500000,2022-11-22,223
14603900146.0,03578-160,317500,2022-11-22,70
16025001536.0,05374-100,640000,2022-11-21,101
8134900704.0,05447-040,2500000,2022-11-22,197
18107502689.0,05887-220,240000,2022-11-09,63
13411300271.0,08151-602,230000,2022-11-08,44
10206802179.0,03273-200,380000,2022-11-17,130
14705200038.0,03572-230,485608,2022-11-28,150
13928800311.0,08240-585,295000,2022-11-29,66
3918600246.0,04117-091,1200000,2022-11-22,110
7035003101.0,02348-060,581740,2022-11-29,237
16521701060.0,05834-010,226000,2022-11-23,22
30004202152.0,05679-065,2500000,2022-11-14,387
18312001394.0,05782-470,480000,2022-11-28,61
9015700257.0,04688-030,480000,2022-11-21,110
11737200294.0,03920-030,500000,2022-11-23,267
11731600207.0,03279-020,411000,2022-11-25,78
26502300063.0,04880-040,700000,2022-11-25,37
11045601089.0,03874-000,270000,2022-11-23,88
12416700269.0,05171-010,360000,2022-11-23,83
19900400071.0,05108-150,400000,2022-11-24,114
14919200942.0,03944-000,19000,2022-11-24,84
14001300132.0,08051-070,380000,2022-11-25,106
10157706817.0,05595-000,1170000,2022-11-17,178
3306700517.0,01530-030,1100000,2022-10-07,208
11517100118.0,08410-160,240000,2022-11-24,64
11420200096.0,08220-410,244000,2022-11-28,119
17609700222.0,04843-220,405000,2022-11-24,57
15605001727.0,03244-150,268000,2022-12-01,60
6505500375.0,02129-001,660000,2022-11-25,162
12311700285.0,05621-000,1530000,2022-11-29,333
15426000262.0,03924-280,271855,2022-11-25,115
16930406901.0,05787-902,570000,2022-11-21,100
11274901331.0,08020-100,365000,2022-11-24,79
7525801169.0,02536-020,235000,2022-11-24,40
11043001221.0,03625-125,530000,2022-11-24,199
7848800059.0,05119-060,1600000,2022-11-22,286
10206802187.0,03273-200,380000,2022-11-11,130
12004200234.0,04368-130,490000,2022-11-25,150
7823700621.0,05121-070,600000,2022-11-18,110
12126500097.0,04459-170,264000,2022-11-23,160
12734701390.0,02637-090,325000,2022-11-23,114
7105201037.0,02430-002,3500000,2022-11-25,120
5204800999.0,03185-050,610000,2022-11-25,150
12416400257.0,05171-010,500000,2022-11-22,83
13450100466.0,08120-530,220000,2022-11-25,70
11849600261.0,03266-180,470000,2022-11-28,165
23602300461.0,08460-520,176000,2022-11-09,69
25801200264.0,04848-040,500000,2022-11-29,328
17002100611.0,05715-030,920000,2022-11-28,332
21402001191.0,02998-060,225000,2022-11-30,71
8533300115.0,04560-021,2300000,2022-12-02,249
20106800742.0,05569-080,261146,2022-11-30,100
5805800659.0,03509-050,470000,2022-12-01,135
15421500054.0,03927-000,480000,2022-11-23,49
16200132177.0,04661-300,1170000,2022-11-18,100
14003400436.0,08235-750,133000,2022-11-29,65
5910300695.0,03660-030,255000,2022-11-18,89
7019304354.0,02342-080,511670,2022-11-18,120
11527600350.0,08440-220,250000,2022-11-18,51
15926201097.0,05366-000,480000,2022-11-10,141
18720600622.0,05208-090,350000,2022-11-29,72
11401702537.0,08240-730,290000,2022-11-22,73
6805002461.0,02079-020,295000,2022-11-30,74
1106900480.0,05410-002,1590000,2022-11-29,158
15908800154.0,05545-010,620000,2022-12-01,228
5911400911.0,03662-010,340000,2022-11-25,63
14503200738.0,08280-120,318000,2022-11-25,67
15225600531.0,08310-380,250000,2022-11-30,44
13449101071.0,08140-060,305000,2022-11-23,97
18312205674.0,05782-360,650000,2022-11-25,194
7640702232.0,02565-090,680000,2022-11-30,240
8002700120.0,05086-020,3200000,2022-11-30,314
14722400996.0,03571-120,275000,2022-11-09,62
11806300388.0,03254-140,140000,2022-11-30,83
11053000676.0,03737-150,288000,2022-12-01,53
11806300396.0,03254-140,140000,2022-11-30,83
11806300401.0,03254-140,140000,2022-11-30,83
11806300418.0,03254-140,140000,2022-11-30,83
11806300426.0,03254-140,140000,2022-11-30,83
11806300434.0,03254-140,140000,2022-11-30,83
21402601032.0,02998-070,310000,2022-11-18,144
5106300754.0,03202-050,470000,2022-11-30,103
11740600291.0,03289-040,250000,2022-11-30,60
30500600901.0,02670-030,350000,2022-12-01,128
14715500158.0,03576-030,56640,2022-12-01,136
8001000036.0,05077-051,950000,2022-11-11,200
14041900092.0,08235-560,86616,2022-12-02,232
16217500468.0,04814-000,192500,2022-12-01,80
12722500115.0,02679-110,194130,2022-12-06,291
12206000201.0,05843-280,530000,2022-11-29,117
23203600550.0,08270-545,490000,2022-11-30,84
16032400165.0,05396-075,1080000,2022-11-28,186
14511301033.0,08275-100,500000,2022-11-28,102
4624100220.0,04121-120,2376500,2022-11-21,107
10602200430.0,02956-050,485000,2022-11-25,139
16800500320.0,05785-080,320000,2022-11-29,58
16816000535.0,05762-230,500000,2022-11-28,72
2006300555.0,01230-020,1850000,2022-11-29,135
18703100498.0,05202-200,500000,2022-11-30,207
5526901114.0,03360-015,400000,2022-11-30,117
10904901598.0,02374-000,560000,2022-11-22,87
22200700197.0,02322-030,320000,2022-11-29,145
14707504379.0,03573-170,590000,2022-11-29,72
18309400526.0,05796-080,213000,2022-12-02,100
10919401340.0,02341-002,1250000,2022-12-05,198
6014600914.0,03610-010,295000,2022-12-02,62
18501700834.0,05565-060,447000,2022-11-24,80
18900100989.0,02995-000,725000,2022-11-22,301
12101000465.0,04455-090,800000,2022-12-02,208
11401702200.0,08240-500,330000,2022-11-29,61
30814200300.0,02837-000,289000,2022-12-07,150
4909200959.0,04164-120,200000,2022-11-23,44
11742300587.0,03279-250,335000,2022-12-01,63
11006700330.0,03726-195,330000,2022-12-06,78
11426601629.0,08230-010,230000,2022-12-02,59
3609100168.0,04503-070,5900000,2022-11-11,315
10818600437.0,02635-000,1040000,2022-11-30,118
9311800104.0,04761-030,290000,2022-12-01,58
24508900370.0,08471-000,322000,2022-12-02,20
21402101501.0,02998-050,213816,2022-12-01,116
8218100628.0,05330-050,360000,2022-11-30,83
14612300334.0,03587-040,320000,2022-11-28,150
13446403239.0,08140-060,264000,2022-12-01,55
19416500150.0,08380-270,240000,2022-12-08,94
13803800535.0,08246-101,230000,2022-11-24,61
7849100646.0,05145-200,63200,2022-12-06,66
6705202114.0,02275-070,400000,2022-12-01,129
9034900835.0,04675-090,465000,2022-12-02,104
10901202575.0,02378-200,2600000,2022-11-30,429
10157200514.0,05514-080,685000,2022-12-02,91
7003500353.0,02312-140,238000,2022-11-22,64
6624600721.0,02221-110,89566,2022-12-08,46
6624600713.0,02221-110,106762,2022-12-08,71
17214001186.0,04408-090,375000,2022-12-05,83
11823200418.0,03236-110,750000,2022-11-30,120
14415400638.0,08270-095,275000,2022-12-09,84
11139200568.0,03807-310,250000,2022-12-02,78
8125500103.0,05436-070,2820000,2022-12-07,399
9008800233.0,04663-140,1130000,2022-12-09,207
11427100534.0,08230-010,442000,2022-12-05,150
15319100328.0,03977-570,304451,2022-12-09,197
17616400549.0,04847-900,430000,2022-10-21,53
12507900686.0,02940-070,475000,2022-11-29,132
11018401406.0,03759-010,410000,2022-12-05,64
17019601188.0,05713-570,940000,2022-12-07,135
30505600622.0,02616-090,450000,2022-12-05,141
4624100220.0,04121-120,1245000,2022-11-29,107
29904101521.0,04544-080,2840000,2022-12-07,160
18508200284.0,05549-220,300000,2022-12-07,80
1300100303.0,05409-130,650000,2022-11-25,80
14727800275.0,08275-590,390000,2022-11-30,61
12816200379.0,02373-160,1700000,2022-11-23,314
18404200261.0,05892-460,320000,2022-12-12,130
7811002086.0,05117-000,350000,2022-12-06,94
18512300077.0,05547-030,520000,2022-12-06,120
15410800590.0,03982-050,370000,2022-11-29,202
5300501670.0,03378-050,250000,2022-12-05,144
16831901203.0,05763-901,655000,2022-12-05,240
15526400122.0,03986-130,350000,2022-12-06,135
2406601021.0,05054-030,770000,2022-12-06,126
12312900148.0,05653-050,1600000,2022-12-07,243
10157200530.0,05514-080,652500,2022-11-28,124
6624600748.0,02221-110,96265,2022-12-08,61
6624600731.0,02221-110,95482,2022-12-08,59
11714400750.0,03389-100,260000,2022-12-02,93
18702700671.0,05202-070,255000,2022-11-29,64
14405000629.0,08290-310,400000,2022-11-30,106
15233000406.0,08311-210,218794,2022-12-07,120
4814601107.0,04162-000,360000,2022-12-13,137
15522400284.0,03258-080,280000,2022-12-07,47
6854202191.0,02247-030,220000,2022-12-06,33
7509000211.0,02534-001,730000,2022-11-25,191
16025001552.0,05374-120,330000,2022-12-09,72
11003500438.0,03725-050,530000,2022-12-07,180
10147300281.0,05610-010,6280000,2022-12-07,556
11119201313.0,08062-080,250000,2022-11-21,67
5133701179.0,03147-100,390000,2022-12-05,94
6661800445.0,02236-100,150000,2022-12-14,300
12319200214.0,05656-020,3120000,2022-12-08,363
14003200097.0,08235-780,300533,2022-12-07,115
30304000415.0,03380-200,320000,2022-11-28,60
20110502254.0,05547-030,870000,2022-12-07,142
10917203886.0,02378-150,500000,2022-12-07,169
9709000241.0,05319-040,1365000,2022-12-09,291
11344600661.0,03658-001,270000,2022-11-30,56
15605001761.0,03244-150,225000,2022-12-07,60
6703804321.0,02273-120,357000,2022-11-30,63
5911500841.0,03662-040,180000,2022-12-08,85
12125901810.0,04459-000,400000,2022-12-07,61
11256600309.0,08040-200,175000,2022-12-09,70
17425900849.0,04851-202,350000,2022-12-14,72
15228200524.0,08310-160,250000,2022-11-29,84
19005200374.0,02991-040,350000,2022-12-07,284
17616404927.0,04847-900,295000,2022-12-08,53
13807301061.0,08246-080,270000,2022-12-09,57
9034900819.0,04675-090,840000,2022-12-08,144
8942900781.0,04358-070,250000,2022-12-10,180
8942900781.0,04358-070,285000,2022-12-09,180
6749500110.0,02317-190,780000,2022-11-28,150
19008200561.0,02883-001,240000,2022-12-09,59
11245700676.0,08060-150,505000,2022-11-28,105
2805101596.0,03113-070,710000,2022-12-12,192
13930400560.0,08041-090,190000,2022-12-01,106
7206502245.0,02461-000,900520,2022-12-09,192
19301600111.0,08452-120,105000,2022-12-08,110
9610400493.0,05465-040,3675000,2022-11-28,483
5112200324.0,03208-010,200000,2022-12-12,176
14509001044.0,08275-010,240000,2022-12-02,104
16710500143.0,05882-040,415000,2022-11-29,211
8132500075.0,05439-080,2000000,2022-11-25,334
1806700344.0,01106-100,60000,2022-12-12,121
6613900893.0,02228-000,250000,2022-12-08,60
14211800026.0,08223-260,322000,2022-12-15,120
6016700622.0,03607-100,383000,2022-12-08,70
7634700339.0,02559-020,760000,2022-12-09,163
17300400360.0,04455-210,620000,2022-12-16,105
5017800344.0,04240-000,200000,2022-12-12,150
14505801003.0,08280-320,250000,2022-11-30,54
18420314756.0,05856-140,295000,2022-12-16,56
5533100148.0,03442-050,150000,2022-12-16,110
11645601195.0,03472-000,331000,2022-12-12,158
7006703646.0,02311-010,300000,2022-12-12,35
12321400081.0,05657-070,2500000,2022-12-12,336
19809600576.0,02318-150,340000,2022-12-14,95
8604700196.0,04601-070,2400000,2022-12-12,180
17520801658.0,04842-060,128603,2022-11-25,36
12734701323.0,02637-090,312500,2022-12-06,114
11629200114.0,03490-000,200000,2022-12-12,150
23702200582.0,08473-010,70000,2022-12-17,25
6608401329.0,02279-010,264000,2022-12-12,77
7840800971.0,05128-180,625000,2022-12-09,110
16032700169.0,05396-410,1190000,2022-12-09,392
11113600305.0,03883-020,350000,2022-12-14,148
3501300557.0,01551-010,410000,2022-12-16,80
20110500197.0,05547-030,780000,2022-12-06,154
